U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
1,Night,Sunday,Fall,25-34,Female,North,10+ purchases,Mobile,0.75,0.7047627096484422,1
1,Afternoon,Monday,Winter,18-24,Male,West,1-5 purchases,Desktop,0.4,0.4145950891508864,0
1,Morning,Thursday,Winter,25-34,Female,South,6-10 purchases,Desktop,0.9,0.5863440060133953,1
4,Afternoon,Friday,Summer,55+,Female,West,1-5 purchases,Tablet,0.05,0.48778111139387986,0
3,Evening,Wednesday,Winter,45-54,Male,West,10+ purchases,Mobile,0.4,0.7267318720557976,0
2,Night,Saturday,Spring,18-24,Male,North,No purchases,Desktop,0.7,0.6213263657596133,1
4,Morning,Wednesday,Spring,25-34,Male,South,No purchases,Desktop,0.6,0.6171803208897341,0
1,Morning,Tuesday,Fall,18-24,Male,East,1-5 purchases,Mobile,0.75,0.6236648710270261,1
3,Evening,Monday,Spring,35-44,Male,West,10+ purchases,Mobile,0.35,0.7424081955140992,0
3,Morning,Sunday,Winter,18-24,Male,North,6-10 purchases,Tablet,0.75,0.6659053075580299,1
1,Evening,Friday,Spring,25-34,Female,East,6-10 purchases,Mobile,0.95,0.7592744944604721,1
3,Afternoon,Monday,Summer,45-54,Female,North,10+ purchases,Mobile,0.3,0.7315396677468947,1
2,Night,Thursday,Winter,35-44,Male,South,1-5 purchases,Tablet,0.7,0.46764492861824003,0
3,Afternoon,Friday,Spring,35-44,Female,North,10+ purchases,Desktop,0.7,0.749279071884619,1
3,Morning,Saturday,Summer,55+,Female,North,6-10 purchases,Desktop,0.4,0.6384909904864581,1
3,Afternoon,Wednesday,Summer,18-24,Female,West,6-10 purchases,Tablet,0.15,0.5919039965547709,0
1,Afternoon,Friday,Summer,25-34,Male,South,6-10 purchases,Mobile,0.9,0.763749312468578,1
1,Afternoon,Sunday,Winter,25-34,Male,West,10+ purchases,Mobile,0.45,0.6473685800386977,1
1,Afternoon,Wednesday,Summer,25-34,Male,North,1-5 purchases,Mobile,0.15,0.6431031731270522,1
3,Evening,Thursday,Fall,25-34,Female,North,10+ purchases,Mobile,0.6,0.8360281110191343,1
3,Afternoon,Wednesday,Fall,45-54,Female,West,6-10 purchases,Tablet,0.6,0.5417938991459124,0
4,Afternoon,Friday,Summer,35-44,Female,South,No purchases,Mobile,1.0,0.7265244514368757,1
4,Afternoon,Wednesday,Winter,35-44,Male,East,No purchases,Tablet,0.15,0.47899048903745955,0
3,Night,Sunday,Summer,35-44,Female,South,10+ purchases,Desktop,0.35,0.6532895186622546,1
4,Morning,Wednesday,Summer,18-24,Female,West,No purchases,Desktop,0.7,0.5809959145814774,0
3,Night,Friday,Spring,45-54,Male,South,6-10 purchases,Tablet,0.55,0.587145822309418,0
4,Morning,Friday,Summer,35-44,Male,North,No purchases,Mobile,0.85,0.7703043872415233,1
1,Night,Wednesday,Fall,25-34,Male,South,10+ purchases,Mobile,0.6,0.7014146471194809,1
3,Evening,Friday,Summer,25-34,Male,East,10+ purchases,Mobile,0.9,0.8902402650519028,0
4,Afternoon,Wednesday,Fall,45-54,Male,West,No purchases,Mobile,1.0,0.6929236908157259,1
3,Evening,Friday,Summer,45-54,Male,East,6-10 purchases,Mobile,1.0,0.8564220822828563,1
