U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
4,Morning,Tuesday,Spring,35-44,Female,South,No purchases,Mobile,0.85,0.6806119717345707,0
1,Afternoon,Tuesday,Summer,18-24,Male,North,1-5 purchases,Mobile,0.4,0.6380767877830841,0
3,Morning,Sunday,Summer,35-44,Male,West,6-10 purchases,Mobile,0.7,0.7656717944205528,0
1,Morning,Monday,Winter,25-34,Male,West,1-5 purchases,Mobile,0.75,0.5267882398540106,0
2,Afternoon,Tuesday,Spring,25-34,Male,East,No purchases,Mobile,0.8,0.7043836064379206,1
1,Evening,Saturday,Winter,25-34,Female,South,6-10 purchases,Mobile,1.0,0.7017183722351591,0
3,Morning,Wednesday,Winter,45-54,Female,North,1-5 purchases,Desktop,0.15,0.4589926945166378,1
1,Morning,Thursday,Spring,25-34,Male,West,6-10 purchases,Mobile,1.0,0.6906746423441698,0
4,Night,Wednesday,Fall,35-44,Male,West,1-5 purchases,Tablet,0.55,0.5437432743003483,0
3,Afternoon,Tuesday,Winter,55+,Male,North,6-10 purchases,Desktop,0.65,0.6112953836114252,0
2,Night,Saturday,Winter,55+,Male,East,1-5 purchases,Tablet,0.3,0.3684150872348382,1
2,Night,Monday,Spring,55+,Male,West,1-5 purchases,Tablet,0.65,0.4066541968766091,0
3,Night,Thursday,Summer,25-34,Male,South,6-10 purchases,Mobile,0.35,0.7141870993896638,1
2,Evening,Sunday,Spring,25-34,Female,North,No purchases,Tablet,0.5,0.5585394718449059,0
4,Morning,Saturday,Spring,45-54,Female,South,No purchases,Tablet,0.25,0.47397942523387915,0
3,Morning,Wednesday,Spring,18-24,Female,South,10+ purchases,Desktop,0.2,0.6590746535447178,1
4,Morning,Thursday,Spring,35-44,Male,East,No purchases,Tablet,0.15,0.5028395300851717,0
4,Morning,Sunday,Winter,45-54,Male,North,No purchases,Desktop,0.55,0.5941065939543657,0
4,Afternoon,Tuesday,Summer,45-54,Male,West,No purchases,Tablet,0.1,0.47125161728650733,1
4,Night,Monday,Spring,45-54,Female,South,No purchases,Tablet,0.9,0.6449299345561685,1
1,Evening,Monday,Summer,18-24,Male,East,10+ purchases,Mobile,0.45,0.7778122588601848,1
1,Afternoon,Wednesday,Spring,55+,Male,South,1-5 purchases,Mobile,0.5,0.5387576490814084,1
4,Morning,Tuesday,Fall,25-34,Male,West,No purchases,Desktop,0.1,0.45986695766023034,0
2,Night,Monday,Winter,55+,Female,East,No purchases,Tablet,0.35,0.3147652558814764,0
2,Afternoon,Friday,Spring,35-44,Female,South,No purchases,Desktop,0.4,0.45049404921869035,0
4,Night,Thursday,Summer,25-34,Female,East,No purchases,Mobile,0.4,0.7134036802868627,0
1,Night,Friday,Summer,35-44,Male,North,6-10 purchases,Mobile,0.8,0.7188116690541748,0
3,Afternoon,Sunday,Spring,55+,Male,East,6-10 purchases,Tablet,0.25,0.5718395537817906,1
4,Afternoon,Saturday,Spring,18-24,Female,North,No purchases,Desktop,0.9,0.725326023346587,0
1,Morning,Thursday,Fall,18-24,Female,South,10+ purchases,Mobile,0.05,0.5794938223631001,0
1,Evening,Saturday,Fall,18-24,Male,East,6-10 purchases,Mobile,1.0,0.8192059503093498,1
1,Evening,Friday,Winter,25-34,Male,North,1-5 purchases,Tablet,0.55,0.5093464818564093,1
1,Night,Wednesday,Spring,25-34,Male,East,6-10 purchases,Mobile,0.5,0.6476277694557662,1
1,Morning,Saturday,Summer,18-24,Male,East,No purchases,Desktop,0.45,0.5467721285928505,1
2,Morning,Monday,Summer,35-44,Female,West,No purchases,Mobile,0.9,0.5961987315609182,1
4,Night,Sunday,Summer,25-34,Male,East,No purchases,Mobile,0.45,0.690100053554138,0
3,Morning,Wednesday,Fall,35-44,Female,South,1-5 purchases,Desktop,0.6,0.5741938502260304,0
4,Morning,Monday,Summer,18-24,Male,South,No purchases,Mobile,0.95,0.7639753534801377,0
2,Night,Thursday,Winter,25-34,Male,South,No purchases,Tablet,0.45,0.3785231893425335,0
2,Afternoon,Sunday,Fall,25-34,Male,South,No purchases,Tablet,0.65,0.49209375078085427,1
4,Night,Friday,Spring,55+,Male,West,No purchases,Mobile,0.15,0.49227898439039103,0
4,Evening,Tuesday,Winter,45-54,Male,East,No purchases,Desktop,0.45,0.6398645421470408,1
2,Evening,Saturday,Fall,25-34,Female,West,6-10 purchases,Desktop,0.65,0.6242183794113889,0
1,Night,Friday,Spring,45-54,Female,South,1-5 purchases,Mobile,0.15,0.5024349870537761,1
1,Afternoon,Saturday,Winter,25-34,Male,East,6-10 purchases,Mobile,0.35,0.632387258472769,0
1,Night,Tuesday,Fall,25-34,Male,North,1-5 purchases,Mobile,0.55,0.5929268089229534,0
3,Night,Monday,Summer,55+,Female,North,6-10 purchases,Mobile,0.95,0.7542081528379653,1
4,Evening,Wednesday,Fall,18-24,Female,North,No purchases,Mobile,0.9,0.7930406242863438,0
1,Evening,Sunday,Summer,18-24,Male,East,No purchases,Mobile,0.75,0.7198962730842722,1
1,Evening,Friday,Spring,25-34,Male,East,No purchases,Desktop,0.6,0.5921199816665678,1
4,Afternoon,Thursday,Winter,45-54,Male,North,No purchases,Desktop,0.15,0.4878850467997137,0
1,Afternoon,Sunday,Fall,55+,Male,North,6-10 purchases,Mobile,0.9,0.6800524761833916,1
4,Night,Friday,Fall,18-24,Male,West,1-5 purchases,Mobile,0.5,0.6769623336631292,1
1,Evening,Sunday,Winter,18-24,Male,East,10+ purchases,Mobile,0.55,0.7685210459627773,1
3,Afternoon,Friday,Winter,55+,Male,East,1-5 purchases,Tablet,0.1,0.47214186615159826,0
2,Morning,Thursday,Fall,25-34,Female,East,No purchases,Tablet,0.75,0.4924442460615556,0
2,Morning,Friday,Summer,55+,Male,West,No purchases,Mobile,0.65,0.4766111314688414,0
2,Morning,Tuesday,Winter,35-44,Female,East,1-5 purchases,Desktop,0.85,0.5559579452321741,0
3,Night,Sunday,Fall,25-34,Male,South,6-10 purchases,Tablet,0.35,0.602802153284916,1
3,Morning,Tuesday,Fall,18-24,Male,West,No purchases,Desktop,0.9,0.5765160395201292,1
1,Evening,Tuesday,Spring,25-34,Male,East,10+ purchases,Mobile,0.7,0.788599764947064,1
2,Afternoon,Thursday,Winter,25-34,Female,North,No purchases,Desktop,0.8,0.49987056684484726,1
2,Evening,Monday,Summer,35-44,Male,North,6-10 purchases,Desktop,0.9,0.7545385290253829,0
2,Night,Friday,Winter,45-54,Male,South,1-5 purchases,Desktop,0.15,0.4002806169917637,1
2,Afternoon,Thursday,Winter,25-34,Male,West,1-5 purchases,Tablet,0.9,0.5343179489107266,0
2,Afternoon,Saturday,Winter,18-24,Female,North,1-5 purchases,Tablet,0.85,0.6100780952508528,1
2,Morning,Thursday,Winter,25-34,Female,East,6-10 purchases,Mobile,0.85,0.6684739110083092,1
3,Night,Sunday,Winter,35-44,Female,West,10+ purchases,Mobile,0.9,0.7187526546393925,1
1,Night,Wednesday,Winter,18-24,Male,East,6-10 purchases,Desktop,0.45,0.5885290585324328,0
3,Afternoon,Monday,Summer,25-34,Male,North,10+ purchases,Mobile,0.65,0.8142562235310491,1
4,Afternoon,Thursday,Summer,35-44,Female,South,No purchases,Tablet,0.4,0.5645930386337884,0
1,Afternoon,Saturday,Winter,18-24,Male,East,6-10 purchases,Mobile,0.35,0.6382491391973186,1
4,Afternoon,Sunday,Summer,18-24,Male,South,1-5 purchases,Mobile,0.35,0.7663969156681679,1
1,Morning,Thursday,Fall,35-44,Female,East,1-5 purchases,Mobile,0.05,0.4385326105191192,1
1,Night,Wednesday,Winter,45-54,Female,West,No purchases,Desktop,0.25,0.27837776969366546,1
1,Evening,Wednesday,Fall,18-24,Female,West,10+ purchases,Tablet,0.85,0.6629810538391706,1
1,Morning,Friday,Summer,18-24,Male,East,10+ purchases,Mobile,0.3,0.6952198129178123,0
4,Evening,Friday,Spring,18-24,Male,South,No purchases,Mobile,0.85,0.789809845482843,1
1,Night,Thursday,Summer,18-24,Female,West,1-5 purchases,Desktop,0.1,0.46113168411247485,0
2,Afternoon,Wednesday,Summer,35-44,Male,West,1-5 purchases,Mobile,0.45,0.6132517090600601,0
3,Night,Sunday,Winter,45-54,Male,North,10+ purchases,Mobile,0.8,0.7786403049028476,1
3,Afternoon,Monday,Summer,55+,Female,West,6-10 purchases,Mobile,0.9,0.7071802295041553,1
4,Night,Saturday,Spring,25-34,Female,South,No purchases,Mobile,0.75,0.747982872075899,1
3,Morning,Thursday,Fall,25-34,Male,East,6-10 purchases,Desktop,1.0,0.7626990776943661,1
1,Evening,Friday,Summer,18-24,Female,North,6-10 purchases,Mobile,0.8,0.7840916789774424,1
2,Night,Wednesday,Winter,45-54,Female,South,No purchases,Mobile,0.05,0.3615799550043752,1
2,Afternoon,Thursday,Fall,55+,Male,North,No purchases,Mobile,0.05,0.4107220205510086,1
3,Evening,Friday,Summer,55+,Female,South,10+ purchases,Mobile,0.7,0.7704003039057774,1
3,Night,Thursday,Summer,55+,Female,East,1-5 purchases,Mobile,0.25,0.5659162399777717,0
4,Evening,Friday,Summer,25-34,Male,North,No purchases,Tablet,0.4,0.6470726681661283,1
4,Morning,Monday,Spring,55+,Male,East,No purchases,Mobile,0.6,0.6601699242106186,0
1,Afternoon,Thursday,Fall,25-34,Male,East,10+ purchases,Mobile,0.8,0.7304620182794499,1
3,Evening,Monday,Spring,25-34,Female,South,6-10 purchases,Desktop,0.9,0.7634007605575659,1
1,Afternoon,Thursday,Spring,18-24,Male,West,10+ purchases,Desktop,0.3,0.5771864108300094,1
3,Night,Wednesday,Winter,55+,Female,West,10+ purchases,Desktop,0.3,0.47680451275487024,0
4,Afternoon,Sunday,Spring,35-44,Male,East,No purchases,Desktop,0.45,0.6933085743498002,1
3,Evening,Monday,Spring,35-44,Male,South,10+ purchases,Mobile,0.8,0.844954462794988,1
