U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
1,Evening,Sunday,Winter,25-34,Male,West,6-10 purchases,Mobile,0.65,0.6873351374338057,1
4,Morning,Friday,Fall,35-44,Male,West,No purchases,Mobile,0.3,0.5488137449398142,1
2,Evening,Tuesday,Winter,18-24,Male,East,No purchases,Tablet,0.9,0.5795221394515807,1
3,Evening,Saturday,Fall,55+,Male,West,No purchases,Desktop,0.75,0.5652730954186758,1
2,Evening,Monday,Winter,35-44,Female,North,No purchases,Tablet,0.6,0.4290666927097065,1
4,Morning,Saturday,Spring,35-44,Male,North,1-5 purchases,Mobile,0.85,0.8047563521150292,1
2,Afternoon,Monday,Spring,25-34,Female,South,No purchases,Desktop,0.95,0.5721859443891446,0
4,Night,Friday,Fall,18-24,Male,North,No purchases,Mobile,0.85,0.7538161764379065,0
4,Morning,Monday,Fall,18-24,Female,East,1-5 purchases,Desktop,0.05,0.5660444027893322,1
3,Afternoon,Wednesday,Winter,45-54,Male,West,No purchases,Desktop,0.05,0.3823088957274404,0
1,Night,Tuesday,Winter,25-34,Female,West,No purchases,Mobile,0.2,0.36180521345716593,0
4,Night,Sunday,Summer,25-34,Male,South,No purchases,Desktop,0.7,0.6942365921254819,1
2,Morning,Monday,Summer,25-34,Female,North,No purchases,Mobile,0.6,0.5926464526267506,1
1,Afternoon,Friday,Fall,18-24,Male,East,10+ purchases,Mobile,0.65,0.7767555364157688,1
4,Night,Tuesday,Fall,25-34,Female,South,No purchases,Tablet,0.6,0.5701662141699151,1
3,Morning,Sunday,Spring,55+,Female,West,6-10 purchases,Tablet,0.65,0.534637278786737,1
1,Afternoon,Wednesday,Winter,35-44,Female,East,10+ purchases,Mobile,0.45,0.6703335920968909,1
2,Afternoon,Tuesday,Fall,55+,Female,West,1-5 purchases,Mobile,0.9,0.5538618059526327,1
3,Morning,Wednesday,Winter,45-54,Male,West,10+ purchases,Tablet,0.3,0.5158290416438035,0
1,Afternoon,Monday,Spring,35-44,Male,West,1-5 purchases,Mobile,0.75,0.5989524109569482,1
1,Afternoon,Friday,Summer,35-44,Male,North,6-10 purchases,Mobile,0.3,0.6551083610883909,0
3,Afternoon,Monday,Spring,25-34,Female,South,10+ purchases,Tablet,0.4,0.6474911689497485,0
3,Night,Saturday,Spring,55+,Male,South,1-5 purchases,Mobile,0.2,0.5856199799961536,0
