U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
3,Evening,Sunday,Spring,35-44,Female,North,10+ purchases,Desktop,0.6,0.7525938652711079,1
1,Evening,Saturday,Winter,35-44,Male,West,6-10 purchases,Mobile,0.5,0.5689667413221704,1
4,Morning,Tuesday,Fall,35-44,Male,South,No purchases,Desktop,0.8,0.6121637204091256,1
2,Morning,Tuesday,Spring,45-54,Female,East,6-10 purchases,Desktop,0.85,0.6318691731071004,1
4,Morning,Sunday,Fall,35-44,Female,North,No purchases,Tablet,0.3,0.49685943552066425,1
2,Morning,Sunday,Winter,25-34,Male,East,No purchases,Desktop,0.5,0.48492214876284107,1
4,Morning,Saturday,Summer,45-54,Female,West,No purchases,Mobile,0.2,0.5950829388702235,1
4,Night,Sunday,Spring,55+,Male,West,No purchases,Desktop,0.85,0.6286493579851129,1
3,Night,Sunday,Spring,35-44,Male,East,6-10 purchases,Desktop,0.65,0.6903935601645419,1
3,Morning,Thursday,Fall,25-34,Female,South,10+ purchases,Tablet,0.85,0.6938854873142893,0
1,Evening,Friday,Summer,18-24,Female,West,No purchases,Mobile,0.8,0.6129337903151381,0
3,Afternoon,Friday,Fall,55+,Female,West,6-10 purchases,Desktop,0.4,0.5110973630653629,0
1,Night,Saturday,Spring,25-34,Male,North,6-10 purchases,Mobile,0.7,0.741911992600278,1
3,Evening,Sunday,Summer,55+,Female,West,10+ purchases,Mobile,0.85,0.7935102800677102,1
3,Morning,Monday,Summer,35-44,Male,West,6-10 purchases,Mobile,1.0,0.77057366149543,1
3,Afternoon,Thursday,Summer,45-54,Male,North,6-10 purchases,Desktop,0.5,0.7304327807855772,1
1,Night,Wednesday,Summer,18-24,Male,North,6-10 purchases,Mobile,0.5,0.6924027965953394,1
1,Afternoon,Friday,Winter,35-44,Female,West,No purchases,Mobile,0.4,0.3845115208883296,0
2,Night,Monday,Spring,25-34,Female,North,10+ purchases,Mobile,0.45,0.7063184846823466,0
2,Morning,Friday,Spring,35-44,Female,West,6-10 purchases,Tablet,0.4,0.4157945527790789,0
1,Evening,Monday,Spring,35-44,Male,South,1-5 purchases,Tablet,0.6,0.5464563772679106,1
4,Night,Saturday,Spring,25-34,Female,East,1-5 purchases,Mobile,0.3,0.7164708983265244,0
3,Afternoon,Friday,Winter,35-44,Male,West,1-5 purchases,Mobile,0.75,0.6588880024278356,1
1,Night,Friday,Fall,18-24,Male,North,1-5 purchases,Mobile,0.15,0.5370054539192258,0
1,Night,Wednesday,Winter,25-34,Male,East,6-10 purchases,Desktop,1.0,0.6086359474057226,1
1,Morning,Friday,Spring,18-24,Female,South,10+ purchases,Tablet,0.55,0.522973444295855,0
3,Morning,Sunday,Winter,25-34,Female,West,6-10 purchases,Mobile,0.9,0.694608253508183,1
3,Afternoon,Thursday,Summer,18-24,Male,East,6-10 purchases,Desktop,0.5,0.7193674241356388,1
2,Night,Tuesday,Winter,25-34,Male,South,No purchases,Tablet,0.25,0.3247247137397205,1
4,Evening,Sunday,Fall,35-44,Female,East,No purchases,Mobile,0.65,0.7706077699365513,1
4,Night,Wednesday,Winter,18-24,Male,North,No purchases,Mobile,0.75,0.6913699533662232,0
2,Evening,Monday,Spring,35-44,Male,North,1-5 purchases,Mobile,0.25,0.6659338254696283,1
1,Night,Monday,Summer,55+,Male,South,1-5 purchases,Desktop,0.6,0.5163065705469216,1
1,Evening,Wednesday,Winter,35-44,Male,East,10+ purchases,Mobile,0.8,0.7669526826140015,1
1,Night,Monday,Winter,18-24,Female,East,1-5 purchases,Mobile,0.2,0.5432750333527692,0
1,Evening,Saturday,Summer,35-44,Male,East,No purchases,Desktop,0.85,0.6615268021253212,0
2,Afternoon,Friday,Winter,25-34,Male,South,1-5 purchases,Mobile,0.45,0.5374764603847648,0
3,Morning,Thursday,Fall,18-24,Female,East,No purchases,Desktop,0.2,0.5140055911738864,1
3,Night,Monday,Winter,55+,Female,North,1-5 purchases,Desktop,1.0,0.5616174870236523,1
3,Evening,Tuesday,Winter,25-34,Female,West,1-5 purchases,Desktop,0.95,0.6293577813221727,0
1,Morning,Wednesday,Winter,25-34,Male,South,1-5 purchases,Mobile,0.2,0.5133690104512685,1
1,Morning,Friday,Winter,35-44,Male,West,10+ purchases,Mobile,0.7,0.6165117935508674,0
4,Afternoon,Tuesday,Summer,45-54,Female,West,1-5 purchases,Mobile,0.8,0.7250571162295071,1
2,Night,Tuesday,Winter,25-34,Male,South,No purchases,Tablet,0.7,0.41559304063001823,0
2,Night,Friday,Spring,18-24,Male,East,6-10 purchases,Tablet,0.2,0.5559803961049747,1
3,Afternoon,Thursday,Fall,35-44,Female,South,6-10 purchases,Desktop,0.05,0.5825510868203005,1
1,Evening,Saturday,Spring,45-54,Male,North,1-5 purchases,Desktop,0.75,0.6312532262711671,1
4,Evening,Wednesday,Summer,25-34,Female,East,No purchases,Tablet,0.25,0.6516867904228338,1
4,Evening,Wednesday,Spring,25-34,Female,East,1-5 purchases,Tablet,0.45,0.6734186313040456,0
4,Afternoon,Monday,Winter,18-24,Male,North,No purchases,Mobile,0.65,0.735211588161447,1
1,Morning,Sunday,Spring,18-24,Female,West,1-5 purchases,Mobile,0.6,0.5284147877704278,1
2,Night,Thursday,Winter,35-44,Female,West,1-5 purchases,Desktop,0.35,0.3239870614259693,0
3,Morning,Monday,Summer,35-44,Female,West,6-10 purchases,Desktop,0.55,0.6264989213520857,1
3,Night,Saturday,Summer,25-34,Female,South,10+ purchases,Tablet,1.0,0.7425555722491494,1
1,Afternoon,Monday,Fall,18-24,Male,North,1-5 purchases,Desktop,0.15,0.4868101079786077,1
2,Afternoon,Monday,Winter,18-24,Female,North,No purchases,Desktop,0.3,0.4554119968843616,1
3,Morning,Monday,Winter,35-44,Female,West,6-10 purchases,Tablet,0.1,0.4553572898393118,1
1,Evening,Tuesday,Spring,25-34,Male,East,No purchases,Mobile,0.65,0.6828320186295909,1
1,Morning,Monday,Summer,25-34,Female,North,10+ purchases,Mobile,0.4,0.7200991771967439,0
4,Morning,Sunday,Fall,45-54,Female,South,No purchases,Mobile,0.45,0.6151043722655,0
3,Afternoon,Wednesday,Summer,55+,Male,South,10+ purchases,Mobile,0.9,0.8061010873236832,1
4,Night,Sunday,Spring,45-54,Female,South,No purchases,Mobile,0.95,0.7376170015258697,1
1,Evening,Thursday,Fall,18-24,Female,South,10+ purchases,Mobile,0.85,0.7674770685593595,1
4,Evening,Wednesday,Fall,35-44,Female,South,No purchases,Mobile,0.7,0.7228879117017593,1
4,Morning,Monday,Fall,18-24,Female,West,No purchases,Mobile,0.3,0.5104435490111104,0
3,Night,Monday,Winter,35-44,Female,North,1-5 purchases,Tablet,0.8,0.5801904688568464,1
2,Night,Friday,Spring,18-24,Female,West,1-5 purchases,Tablet,0.25,0.3790151513060977,1
2,Night,Thursday,Summer,25-34,Male,West,6-10 purchases,Mobile,0.6,0.6599674980725881,0
4,Evening,Tuesday,Summer,35-44,Male,East,No purchases,Mobile,0.6,0.7854005151992484,0
2,Morning,Monday,Spring,55+,Female,South,1-5 purchases,Tablet,0.3,0.3244473915272654,1
3,Morning,Monday,Winter,45-54,Male,West,10+ purchases,Desktop,0.6,0.6048891639067231,0
1,Night,Tuesday,Spring,45-54,Female,North,6-10 purchases,Desktop,0.55,0.5615212610745232,0
3,Evening,Tuesday,Winter,35-44,Female,West,6-10 purchases,Desktop,0.8,0.6350048721189572,1
4,Evening,Wednesday,Winter,18-24,Female,South,No purchases,Desktop,0.5,0.6150272533941482,0
3,Evening,Wednesday,Winter,45-54,Male,North,10+ purchases,Desktop,0.35,0.7235652173148126,1
4,Night,Monday,Summer,18-24,Male,North,No purchases,Desktop,0.7,0.6823391152845765,1
3,Evening,Saturday,Fall,18-24,Male,North,10+ purchases,Tablet,1.0,0.8067687511405289,1
2,Night,Thursday,Winter,25-34,Male,East,6-10 purchases,Desktop,0.55,0.59345436250937,1
1,Night,Monday,Spring,18-24,Female,South,6-10 purchases,Mobile,0.65,0.6297141973955611,1
3,Night,Saturday,Fall,35-44,Male,East,6-10 purchases,Tablet,0.45,0.5838938857315377,0
1,Night,Saturday,Winter,55+,Male,East,6-10 purchases,Mobile,0.8,0.5894896455916397,0
3,Night,Tuesday,Winter,45-54,Male,South,6-10 purchases,Mobile,0.75,0.6912738944086232,1
1,Morning,Sunday,Summer,18-24,Female,West,1-5 purchases,Desktop,0.5,0.5181264815692999,0
1,Evening,Thursday,Winter,35-44,Female,West,1-5 purchases,Mobile,0.5,0.5454255071948084,0
1,Afternoon,Tuesday,Summer,25-34,Male,East,1-5 purchases,Mobile,0.25,0.6295748173606673,1
3,Evening,Tuesday,Summer,45-54,Female,South,6-10 purchases,Desktop,0.7,0.7319708598590619,1
2,Evening,Saturday,Fall,55+,Female,North,No purchases,Mobile,0.4,0.5626130533200598,1
3,Night,Tuesday,Fall,45-54,Female,North,6-10 purchases,Tablet,0.5,0.5728946517089505,0
3,Evening,Sunday,Fall,45-54,Female,South,6-10 purchases,Mobile,0.8,0.792295534806953,0
2,Afternoon,Monday,Winter,25-34,Male,North,1-5 purchases,Tablet,0.6,0.5703816585763334,1
1,Afternoon,Monday,Winter,25-34,Female,East,10+ purchases,Desktop,0.9,0.6222492020304123,1
1,Evening,Tuesday,Winter,25-34,Male,West,10+ purchases,Mobile,0.25,0.6458758529611986,1
1,Afternoon,Saturday,Summer,25-34,Female,North,No purchases,Desktop,0.4,0.5242555064828417,1
1,Night,Monday,Fall,18-24,Male,East,10+ purchases,Mobile,0.75,0.7126914800777289,1
2,Afternoon,Wednesday,Fall,18-24,Female,South,6-10 purchases,Mobile,0.85,0.7136100987236954,1
2,Evening,Thursday,Fall,35-44,Female,West,No purchases,Mobile,0.9,0.5939797915719942,1
1,Night,Tuesday,Spring,25-34,Female,West,10+ purchases,Mobile,0.55,0.6400802775540663,0
2,Morning,Monday,Winter,35-44,Male,West,1-5 purchases,Desktop,0.3,0.4113825418233831,0
1,Afternoon,Monday,Summer,18-24,Male,East,10+ purchases,Mobile,0.85,0.8171512598360583,1
2,Evening,Saturday,Summer,45-54,Female,East,No purchases,Desktop,0.5,0.5971296929472668,1
2,Morning,Thursday,Summer,18-24,Female,North,6-10 purchases,Desktop,0.45,0.6103868817767333,0
2,Evening,Sunday,Winter,35-44,Male,East,6-10 purchases,Mobile,0.5,0.727517429374454,0
4,Night,Saturday,Fall,25-34,Female,South,No purchases,Mobile,0.2,0.6297105332956903,1
2,Night,Sunday,Summer,18-24,Male,South,No purchases,Desktop,0.25,0.47711680550522145,0
4,Night,Sunday,Spring,25-34,Male,East,No purchases,Tablet,0.8,0.6794063967501772,1
4,Morning,Monday,Spring,25-34,Female,South,No purchases,Mobile,0.95,0.7654197397458645,1
2,Evening,Sunday,Summer,25-34,Male,North,No purchases,Desktop,0.8,0.7026929419155613,1
4,Afternoon,Saturday,Fall,25-34,Male,South,No purchases,Tablet,0.5,0.5695164850220062,0
4,Afternoon,Saturday,Summer,35-44,Male,North,No purchases,Desktop,0.65,0.7299763115373089,1
3,Morning,Tuesday,Fall,25-34,Female,South,10+ purchases,Mobile,0.1,0.6327607335133341,1
2,Night,Thursday,Winter,18-24,Female,North,No purchases,Mobile,0.1,0.4254646702308083,1
1,Morning,Monday,Fall,35-44,Female,North,10+ purchases,Desktop,0.1,0.5216917444556968,0
1,Night,Thursday,Summer,25-34,Male,East,6-10 purchases,Mobile,0.3,0.631147575050025,0
2,Afternoon,Monday,Winter,18-24,Female,West,6-10 purchases,Desktop,0.7,0.5267272876923781,1
2,Evening,Wednesday,Summer,25-34,Male,East,No purchases,Desktop,0.45,0.6236145443676668,1
3,Morning,Friday,Summer,25-34,Female,South,10+ purchases,Mobile,0.3,0.74993570632812,1
1,Morning,Saturday,Summer,25-34,Male,North,1-5 purchases,Mobile,0.6,0.6702573315162611,1
2,Evening,Monday,Spring,25-34,Female,East,No purchases,Desktop,1.0,0.6204255836690838,0
4,Night,Sunday,Spring,45-54,Male,East,1-5 purchases,Desktop,0.35,0.643977683455754,1
2,Night,Tuesday,Summer,18-24,Female,South,No purchases,Mobile,0.15,0.5371666378659027,0
3,Afternoon,Tuesday,Fall,18-24,Female,North,6-10 purchases,Mobile,0.3,0.6993356544097424,0
2,Morning,Friday,Fall,18-24,Female,South,No purchases,Mobile,0.9,0.5983897699515214,1
3,Afternoon,Wednesday,Summer,35-44,Female,South,6-10 purchases,Desktop,0.65,0.680427607496051,1
4,Afternoon,Tuesday,Winter,25-34,Female,North,No purchases,Mobile,0.75,0.7144654916083748,1
4,Evening,Saturday,Fall,45-54,Female,South,No purchases,Desktop,0.9,0.744667222691873,1
2,Night,Sunday,Winter,18-24,Male,East,6-10 purchases,Mobile,0.6,0.6813721704024569,1
4,Afternoon,Tuesday,Fall,55+,Male,East,No purchases,Mobile,0.45,0.6295575998853138,1
1,Morning,Monday,Fall,35-44,Male,North,10+ purchases,Mobile,0.25,0.624864215344477,1
1,Evening,Sunday,Fall,45-54,Female,South,1-5 purchases,Desktop,0.55,0.5646574307575671,0
3,Afternoon,Tuesday,Winter,45-54,Female,East,6-10 purchases,Desktop,0.75,0.6451124925095303,1
3,Night,Monday,Winter,35-44,Female,North,6-10 purchases,Desktop,1.0,0.684379403287728,1
3,Evening,Monday,Fall,35-44,Female,West,10+ purchases,Desktop,0.85,0.7264155027026203,1
4,Evening,Saturday,Winter,18-24,Male,East,No purchases,Mobile,0.4,0.7324677903699552,0
2,Night,Tuesday,Summer,25-34,Male,West,No purchases,Mobile,0.25,0.4547749552854709,0
1,Morning,Sunday,Winter,25-34,Male,North,1-5 purchases,Mobile,0.3,0.5567067624296386,0
4,Morning,Saturday,Fall,55+,Male,East,No purchases,Desktop,0.2,0.5273520911754941,0
2,Morning,Sunday,Winter,18-24,Female,South,1-5 purchases,Tablet,0.95,0.5175387659809246,1
3,Night,Sunday,Summer,18-24,Female,South,1-5 purchases,Mobile,0.8,0.7353855173577113,0
2,Morning,Monday,Spring,55+,Female,South,1-5 purchases,Desktop,0.15,0.42306294405951184,0
2,Evening,Tuesday,Summer,45-54,Female,East,No purchases,Mobile,1.0,0.7271089040898291,0
