U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
3,Night,Saturday,Spring,35-44,Female,North,10+ purchases,Desktop,0.3,0.6494585380266594,1
3,Evening,Monday,Spring,35-44,Female,South,6-10 purchases,Desktop,0.5,0.7244107109417184,1
1,Morning,Tuesday,Winter,55+,Female,West,10+ purchases,Mobile,0.9,0.5610654115201219,1
3,Afternoon,Tuesday,Fall,35-44,Female,South,10+ purchases,Desktop,0.6,0.7004282658103972,1
1,Afternoon,Tuesday,Fall,35-44,Female,East,10+ purchases,Mobile,0.7,0.7253079715718684,1
3,Afternoon,Thursday,Fall,25-34,Female,West,No purchases,Desktop,0.75,0.5737294817214956,1
1,Evening,Thursday,Summer,25-34,Male,South,6-10 purchases,Mobile,0.35,0.7575290773577427,0
2,Evening,Sunday,Fall,25-34,Female,South,6-10 purchases,Tablet,0.7,0.6786388824979687,1
2,Afternoon,Wednesday,Winter,55+,Male,East,6-10 purchases,Tablet,0.45,0.47226286042815246,0
1,Evening,Friday,Winter,18-24,Male,South,10+ purchases,Mobile,0.6,0.6912164996523046,1
1,Afternoon,Friday,Fall,25-34,Female,North,10+ purchases,Mobile,0.5,0.6981259044948078,1
3,Morning,Friday,Winter,45-54,Female,West,10+ purchases,Desktop,0.95,0.6754924192547044,1
4,Afternoon,Sunday,Summer,25-34,Male,South,No purchases,Mobile,0.2,0.6911770277032789,1
2,Evening,Monday,Fall,35-44,Female,South,6-10 purchases,Desktop,0.65,0.6148790544221306,0
4,Night,Tuesday,Fall,35-44,Male,East,No purchases,Mobile,0.75,0.7214003131771012,1
4,Night,Friday,Fall,18-24,Male,West,No purchases,Mobile,0.2,0.5022351056798242,1
4,Evening,Friday,Winter,25-34,Male,East,No purchases,Desktop,1.0,0.7551967414685811,1
4,Night,Thursday,Spring,55+,Female,South,No purchases,Desktop,0.9,0.6058426788024514,0
4,Afternoon,Sunday,Summer,55+,Male,South,No purchases,Desktop,0.75,0.6654243938699419,1
2,Afternoon,Saturday,Summer,55+,Male,West,No purchases,Tablet,1.0,0.4804756427032754,0
1,Afternoon,Wednesday,Spring,25-34,Female,North,No purchases,Mobile,0.15,0.5208639594978943,1
4,Afternoon,Monday,Winter,45-54,Male,North,No purchases,Mobile,0.3,0.6321323136259573,0
3,Night,Monday,Winter,25-34,Male,South,1-5 purchases,Desktop,0.45,0.5698617970459732,0
4,Evening,Monday,Spring,55+,Female,West,No purchases,Tablet,0.7,0.5293421372922763,1
