U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
1,Evening,Saturday,Winter,35-44,Male,South,6-10 purchases,Mobile,0.4,0.6721646697726925,0
4,Morning,Saturday,Fall,18-24,Male,West,No purchases,Mobile,0.6,0.6254683302122467,1
2,Morning,Monday,Spring,25-34,Male,West,6-10 purchases,Mobile,0.45,0.5980197156197146,0
3,Afternoon,Thursday,Spring,45-54,Female,North,6-10 purchases,Tablet,0.9,0.6841843681369888,1
2,Morning,Thursday,Winter,35-44,Male,North,No purchases,Mobile,0.05,0.40875373360228245,1
4,Afternoon,Wednesday,Fall,25-34,Male,West,No purchases,Mobile,0.8,0.730999083223798,0
2,Evening,Tuesday,Fall,45-54,Female,West,1-5 purchases,Mobile,0.45,0.5517118052519898,0
4,Afternoon,Sunday,Summer,55+,Male,North,No purchases,Tablet,0.8,0.656756224449381,1
4,Afternoon,Monday,Summer,18-24,Male,North,No purchases,Mobile,0.9,0.8217765830606603,1
3,Evening,Monday,Spring,45-54,Female,North,6-10 purchases,Desktop,0.4,0.6945277781593475,1
1,Night,Wednesday,Spring,25-34,Female,East,1-5 purchases,Desktop,0.5,0.5069876246004253,0
4,Evening,Sunday,Summer,18-24,Male,East,No purchases,Mobile,0.7,0.8393893098614241,0
2,Night,Friday,Winter,45-54,Female,North,1-5 purchases,Desktop,1.0,0.5598408688757724,0
1,Morning,Saturday,Summer,25-34,Male,South,10+ purchases,Mobile,0.25,0.7071447356995271,1
4,Morning,Wednesday,Summer,18-24,Male,East,1-5 purchases,Desktop,0.7,0.7314162932539773,0
3,Night,Monday,Summer,35-44,Male,South,6-10 purchases,Desktop,0.95,0.7537715800182294,0
1,Night,Sunday,Summer,25-34,Female,West,6-10 purchases,Mobile,0.4,0.5968813340543299,1
2,Night,Sunday,Spring,18-24,Female,North,1-5 purchases,Mobile,1.0,0.7246538833008018,0
3,Night,Thursday,Summer,35-44,Female,East,1-5 purchases,Desktop,0.55,0.6573962357870794,0
1,Afternoon,Sunday,Spring,55+,Female,South,1-5 purchases,Desktop,0.65,0.5404904156613469,1
1,Evening,Sunday,Winter,25-34,Male,West,6-10 purchases,Mobile,0.4,0.6163425943188542,1
3,Night,Friday,Spring,45-54,Male,West,1-5 purchases,Desktop,0.85,0.5718620008265526,0
3,Night,Wednesday,Spring,25-34,Male,East,1-5 purchases,Tablet,0.5,0.6149242538931641,1
2,Evening,Saturday,Fall,45-54,Male,West,No purchases,Desktop,0.7,0.5612169745503466,1
4,Evening,Wednesday,Summer,35-44,Female,North,No purchases,Tablet,0.8,0.6699844326113231,1
1,Night,Sunday,Spring,25-34,Male,North,10+ purchases,Mobile,0.35,0.7116824494122634,1
1,Evening,Sunday,Fall,25-34,Female,South,1-5 purchases,Mobile,0.8,0.711807953855972,0
3,Evening,Monday,Summer,25-34,Female,North,10+ purchases,Mobile,0.35,0.8188467780853925,0
