oz1,oz2,oz3,oz4,oz5,target
-0.9856356382369996,0.0588841810822486,0.2456978559494018,-1.207345724105835,1.1359881162643433,-0.987986981868744
-1.688320517539978,-1.2283674478530884,0.3345585465431213,1.073657751083374,0.4095255434513092,-0.5598300695419312
1.327532410621643,-1.3912010192871094,-0.4954574108123779,-0.4416004121303558,0.0658071488142013,-1.0354857444763184
1.272297978401184,-1.1703035831451416,-0.1921117752790451,0.5781368017196655,-1.3831244707107544,-0.7610487937927246
-0.3478772342205047,1.3156200647354126,1.4948018789291382,-1.0102392435073853,-1.2681050300598145,0.1421321630477905
-1.3081092834472656,-1.3874257802963257,-0.9717485904693604,-0.4838213622570038,0.0451393686234951,-1.286562204360962
-0.000748706923332,0.6847610473632812,-0.092049740254879,0.095891572535038,1.3989485502243042,0.6912903785705566
0.1965803056955337,0.6187642216682434,1.487539529800415,-1.298051118850708,-0.2361825257539749,0.0167333167046308
1.6133017539978027,0.5416074991226196,-0.0402641668915748,1.293477177619934,-0.0807219520211219,0.9654009342193604
0.9808049201965332,-0.3494650721549988,-1.076272964477539,-0.0271851774305105,-0.6686803698539734,0.5997008085250854
-1.1277364492416382,0.0415763966739177,0.1758681833744049,-0.1511813253164291,-0.6928262114524841,-1.1605758666992188
0.3312145471572876,0.8696289658546448,-1.4196434020996094,0.2961224615573883,-0.7826246619224548,0.9884899258613586
0.7662368416786194,0.0066630402579903,-0.7905202507972717,1.4378201961517334,-1.6641273498535156,1.2080941200256348
-0.319517582654953,1.5707117319107056,0.4698753356933594,-0.5244613885879517,-1.0871134996414185,0.0731932967901229
-1.6060525178909302,-0.4107255339622497,1.2048579454421997,-0.520379364490509,-0.882167398929596,-1.410042643547058
1.2150758504867554,-1.191530704498291,1.568840265274048,1.615409255027771,0.8376700282096863,1.3735957145690918
1.1701724529266355,-0.906012237071991,-0.2798614799976349,-0.7866309285163879,-1.4270254373550415,-0.8221073150634766
0.6787261962890625,0.5974994897842407,1.1343685388565063,-1.6039693355560305,-0.0187231861054897,0.1304036080837249
0.479445219039917,-0.8865621089935303,-1.0340713262557983,0.4954290390014648,-0.482098251581192,-0.2475137114524841
0.4500625729560852,-0.5070151686668396,-1.5387128591537476,-1.6596713066101074,-0.399870902299881,-0.7864733934402466
-0.7349145412445068,-0.6404444575309753,-0.3618439137935638,0.1542961448431015,-0.4037399590015411,-0.936545729637146
0.7198845148086548,-0.8921594023704529,1.663984775543213,0.6501067280769348,-0.6141408085823059,0.6706507802009583
0.6656481623649597,0.2257188111543655,-1.6540132761001587,-1.2640514373779297,0.2083500176668167,0.9441724419593812
-0.578711748123169,1.4100673198699951,0.8385915756225586,0.414630264043808,-1.085976243019104,0.4291444718837738
-0.8241507411003113,-0.4544835090637207,0.8652583360671997,-0.5049034953117371,-0.8747333288192749,-1.341334104537964
0.966888189315796,-0.9939317107200624,1.541031002998352,0.4852098524570465,-1.2088042497634888,0.3583976030349731
-1.735730528831482,-1.5680561065673828,-1.3738328218460083,-1.282771110534668,-1.187943458557129,-1.3280339241027832
-0.5261319875717163,-0.5005398988723755,1.702832579612732,-0.0506208576261997,-1.2593778371810913,0.0994026064872741
1.2258703708648682,0.3495843410491943,-0.0449589155614376,1.65941059589386,-0.5715388059616089,1.221515417098999
0.0563679486513137,-0.069658488035202,-0.1406041234731674,0.5571317672729492,0.0028550818096846,0.2451065331697464
