U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
1,Morning,Friday,Summer,18-24,Male,West,10+ purchases,Mobile,0.35,0.7375747766091211,0
1,Evening,Sunday,Summer,45-54,Male,South,6-10 purchases,Desktop,0.5,0.7239926364943178,0
1,Evening,Sunday,Spring,35-44,Female,North,1-5 purchases,Mobile,0.9,0.7380366343739968,1
2,Night,Thursday,Fall,45-54,Male,West,1-5 purchases,Tablet,0.95,0.47227639742884825,0
3,Afternoon,Wednesday,Summer,25-34,Female,South,1-5 purchases,Desktop,0.9,0.6805690961518729,0
1,Afternoon,Monday,Summer,25-34,Female,East,10+ purchases,Mobile,0.3,0.6726279694425483,1
4,Afternoon,Sunday,Winter,55+,Male,East,No purchases,Mobile,0.7,0.5343490632470161,1
4,Afternoon,Sunday,Fall,55+,Male,East,No purchases,Mobile,0.8,0.5791065304421609,0
1,Evening,Wednesday,Winter,25-34,Female,East,6-10 purchases,Mobile,0.95,0.7140484179750928,0
4,Morning,Wednesday,Fall,25-34,Male,South,No purchases,Mobile,0.55,0.5309797873621486,1
2,Night,Monday,Winter,25-34,Male,East,No purchases,Mobile,0.45,0.4340460203683397,1
2,Night,Friday,Spring,45-54,Female,South,1-5 purchases,Desktop,0.5,0.4456028229456961,1
3,Morning,Friday,Fall,35-44,Female,East,10+ purchases,Tablet,0.1,0.6484787891048192,1
2,Evening,Thursday,Fall,45-54,Female,North,6-10 purchases,Mobile,1.0,0.5859473307345291,1
3,Morning,Thursday,Summer,35-44,Female,South,10+ purchases,Mobile,0.15,0.6591102610320632,1
2,Evening,Thursday,Winter,45-54,Female,North,No purchases,Desktop,0.25,0.3888909678154538,0
1,Night,Tuesday,Summer,18-24,Female,East,10+ purchases,Mobile,0.6,0.7211417322578125,1
2,Afternoon,Wednesday,Fall,18-24,Male,North,No purchases,Mobile,0.2,0.3881223041147987,0
4,Afternoon,Thursday,Summer,25-34,Female,East,No purchases,Desktop,0.55,0.5153274702549984,0
1,Afternoon,Saturday,Summer,25-34,Female,West,No purchases,Tablet,0.65,0.5967370301103141,1
2,Evening,Monday,Fall,25-34,Male,East,1-5 purchases,Tablet,0.6,0.5504878000954151,1
3,Night,Wednesday,Spring,25-34,Female,North,10+ purchases,Desktop,0.9,0.7151976087499337,1
4,Afternoon,Monday,Fall,18-24,Female,West,No purchases,Mobile,0.35,0.48295787845808574,1
2,Night,Wednesday,Fall,18-24,Female,North,No purchases,Mobile,0.4,0.41634884635000025,1
2,Afternoon,Monday,Fall,25-34,Male,West,No purchases,Desktop,0.4,0.432922349668107,1
3,Morning,Thursday,Fall,55+,Female,North,6-10 purchases,Mobile,0.7,0.6789312029102369,1
1,Afternoon,Saturday,Winter,18-24,Male,East,No purchases,Mobile,0.3,0.5776223633787273,0
1,Afternoon,Wednesday,Summer,25-34,Male,South,1-5 purchases,Mobile,0.75,0.7003418802706389,0
4,Morning,Monday,Fall,45-54,Male,North,1-5 purchases,Desktop,0.65,0.5472658354001615,1
2,Evening,Tuesday,Winter,35-44,Male,West,No purchases,Tablet,0.9,0.5044801520605117,0
4,Evening,Thursday,Fall,18-24,Male,West,No purchases,Mobile,0.6,0.5764035541292759,1
1,Afternoon,Saturday,Winter,18-24,Male,East,No purchases,Mobile,0.55,0.6316560628932254,1
2,Morning,Tuesday,Fall,45-54,Female,West,No purchases,Mobile,0.15,0.463779364308542,1
3,Afternoon,Sunday,Fall,25-34,Male,West,10+ purchases,Mobile,0.75,0.7670348384576366,0
2,Evening,Tuesday,Fall,35-44,Female,East,No purchases,Mobile,0.6,0.5078244553959842,1
1,Night,Thursday,Fall,18-24,Female,South,6-10 purchases,Mobile,0.75,0.6385931286360954,0
1,Night,Tuesday,Winter,25-34,Female,North,1-5 purchases,Mobile,0.75,0.5812069805460262,0
1,Afternoon,Friday,Winter,35-44,Male,East,10+ purchases,Mobile,0.2,0.5864429833013394,1
2,Evening,Thursday,Summer,25-34,Female,South,1-5 purchases,Desktop,0.4,0.550288961707145,1
2,Night,Thursday,Winter,45-54,Male,North,No purchases,Mobile,0.35,0.39944847013951285,1
4,Afternoon,Friday,Summer,18-24,Female,South,No purchases,Tablet,0.75,0.5335361752224402,1
1,Evening,Thursday,Spring,18-24,Female,South,10+ purchases,Mobile,0.9,0.7668066272854653,1
3,Afternoon,Friday,Summer,18-24,Female,East,10+ purchases,Desktop,0.2,0.7385568918540683,1
1,Afternoon,Friday,Winter,35-44,Female,East,10+ purchases,Mobile,0.65,0.6323215962440133,1
4,Morning,Saturday,Fall,18-24,Female,West,No purchases,Mobile,0.55,0.5450036828761993,1
1,Morning,Wednesday,Spring,18-24,Female,East,10+ purchases,Mobile,0.15,0.6785674353869672,1
2,Afternoon,Thursday,Spring,18-24,Female,East,1-5 purchases,Desktop,0.6,0.5459550816420593,1
4,Morning,Monday,Fall,55+,Female,North,No purchases,Tablet,0.15,0.3855840089493786,0
4,Night,Friday,Summer,55+,Male,North,No purchases,Mobile,0.45,0.48193668120974575,0
4,Evening,Monday,Fall,18-24,Male,South,No purchases,Mobile,0.65,0.5934134449325263,0
2,Afternoon,Tuesday,Summer,18-24,Male,South,No purchases,Mobile,0.5,0.6128873205196289,0
4,Evening,Wednesday,Fall,25-34,Male,West,No purchases,Tablet,0.7,0.5318489760666317,0
4,Afternoon,Saturday,Winter,18-24,Female,North,No purchases,Tablet,0.95,0.4853099449656956,1
2,Evening,Saturday,Summer,18-24,Male,North,6-10 purchases,Mobile,0.6,0.6674271564874685,0
3,Night,Tuesday,Spring,25-34,Male,East,10+ purchases,Desktop,0.1,0.680470159983458,1
