U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
2,Morning,Tuesday,Summer,25-34,Male,East,No purchases,Mobile,0.35,0.5602093698395988,1
3,Afternoon,Wednesday,Spring,55+,Male,West,6-10 purchases,Tablet,0.95,0.6934644640369402,1
3,Evening,Sunday,Spring,45-54,Female,East,10+ purchases,Desktop,0.85,0.7561529602132234,1
1,Evening,Tuesday,Fall,25-34,Male,East,No purchases,Mobile,0.6,0.6438192939080797,0
2,Night,Tuesday,Fall,25-34,Male,West,1-5 purchases,Mobile,0.35,0.47454123884524146,1
4,Evening,Saturday,Winter,35-44,Male,West,No purchases,Tablet,0.45,0.4664927244606255,1
4,Afternoon,Saturday,Summer,35-44,Male,South,No purchases,Desktop,0.6,0.5822259600246122,1
3,Morning,Friday,Summer,55+,Female,South,6-10 purchases,Desktop,0.7,0.7649974431972768,1
1,Morning,Thursday,Summer,18-24,Male,West,10+ purchases,Mobile,0.75,0.7878465039957222,1
4,Afternoon,Monday,Summer,55+,Male,South,No purchases,Tablet,0.9,0.5513797520387604,0
1,Morning,Monday,Fall,18-24,Female,East,6-10 purchases,Mobile,0.05,0.6574473669329586,1
4,Morning,Wednesday,Spring,35-44,Female,West,No purchases,Mobile,0.45,0.5678576157300276,1
2,Morning,Friday,Summer,45-54,Female,North,10+ purchases,Tablet,0.1,0.4715373582227785,0
4,Evening,Sunday,Spring,45-54,Female,West,No purchases,Mobile,0.7,0.6085321156028415,1
1,Evening,Friday,Spring,25-34,Male,East,1-5 purchases,Mobile,0.8,0.7392015180751412,1
2,Night,Saturday,Fall,55+,Male,West,No purchases,Mobile,0.65,0.48863418421363386,1
2,Afternoon,Wednesday,Fall,25-34,Female,North,No purchases,Tablet,0.55,0.39815367260233037,0
4,Night,Monday,Spring,55+,Female,South,No purchases,Desktop,0.15,0.40073957716294273,1
4,Evening,Tuesday,Summer,18-24,Male,South,No purchases,Tablet,0.3,0.5731893102810488,0
1,Morning,Sunday,Spring,25-34,Female,East,10+ purchases,Desktop,0.8,0.7527606067756847,0
4,Night,Saturday,Summer,55+,Female,North,No purchases,Mobile,0.4,0.4372507677431293,0
2,Afternoon,Thursday,Fall,55+,Female,South,No purchases,Tablet,0.8,0.4193803065434042,1
2,Morning,Friday,Fall,45-54,Male,East,1-5 purchases,Tablet,0.7,0.45419693486510143,1
2,Afternoon,Friday,Winter,55+,Male,East,6-10 purchases,Desktop,0.2,0.4475400924158308,0
3,Afternoon,Wednesday,Winter,45-54,Male,South,6-10 purchases,Desktop,0.35,0.5939036899570623,1
3,Evening,Monday,Winter,35-44,Male,North,6-10 purchases,Desktop,0.95,0.7196685311560006,0
2,Morning,Tuesday,Fall,18-24,Female,South,1-5 purchases,Mobile,0.45,0.5364453132979595,1
2,Afternoon,Saturday,Spring,25-34,Male,North,6-10 purchases,Desktop,1.0,0.6659916494752349,1
2,Afternoon,Thursday,Spring,18-24,Male,North,6-10 purchases,Mobile,0.95,0.6287901701109634,1
4,Morning,Tuesday,Winter,35-44,Male,East,1-5 purchases,Mobile,0.2,0.4954245565184516,0
3,Afternoon,Thursday,Spring,55+,Female,North,6-10 purchases,Desktop,0.95,0.6724908961776529,1
1,Evening,Thursday,Fall,35-44,Female,North,6-10 purchases,Mobile,0.6,0.7234516970072515,0
2,Evening,Saturday,Fall,18-24,Female,West,No purchases,Desktop,0.55,0.5203081773279524,0
3,Evening,Saturday,Spring,25-34,Male,North,1-5 purchases,Desktop,0.7,0.7600047765591365,1
1,Night,Saturday,Fall,18-24,Female,West,6-10 purchases,Mobile,0.9,0.7097778669158877,0
1,Morning,Friday,Summer,18-24,Male,West,6-10 purchases,Desktop,0.75,0.7455886672071997,1
3,Morning,Monday,Fall,45-54,Male,South,6-10 purchases,Mobile,0.05,0.6925209051777534,1
3,Evening,Sunday,Fall,35-44,Male,South,1-5 purchases,Tablet,1.0,0.720412966446284,0
2,Night,Friday,Winter,35-44,Male,South,6-10 purchases,Mobile,0.55,0.49336338076545894,1
4,Night,Wednesday,Summer,18-24,Male,South,1-5 purchases,Desktop,0.5,0.5526452103114402,1
1,Evening,Thursday,Winter,25-34,Male,South,1-5 purchases,Mobile,0.45,0.6751048138189074,1
1,Morning,Saturday,Winter,35-44,Male,West,1-5 purchases,Desktop,0.8,0.5884141437057125,1
3,Afternoon,Thursday,Summer,18-24,Male,West,10+ purchases,Desktop,0.2,0.7181641742002359,1
1,Morning,Thursday,Fall,18-24,Female,East,6-10 purchases,Mobile,0.3,0.6276765731774843,0
1,Night,Tuesday,Fall,35-44,Male,West,1-5 purchases,Mobile,1.0,0.6478002632723543,1
4,Afternoon,Friday,Fall,35-44,Female,North,No purchases,Desktop,0.65,0.44992209655712173,0
2,Morning,Tuesday,Summer,35-44,Male,West,No purchases,Desktop,0.5,0.5172573539870964,1
2,Morning,Saturday,Summer,25-34,Female,North,6-10 purchases,Mobile,0.2,0.6368207408070584,1
3,Afternoon,Thursday,Fall,55+,Female,West,10+ purchases,Desktop,0.45,0.6544145571981642,1
3,Afternoon,Wednesday,Fall,25-34,Female,South,10+ purchases,Mobile,1.0,0.7405366554279279,0
1,Afternoon,Saturday,Winter,25-34,Male,North,6-10 purchases,Desktop,0.45,0.6485063506770808,1
2,Morning,Thursday,Summer,45-54,Female,North,1-5 purchases,Tablet,0.75,0.49475066273881835,1
3,Evening,Wednesday,Fall,45-54,Female,East,1-5 purchases,Desktop,0.75,0.6843377658596558,1
2,Afternoon,Wednesday,Spring,18-24,Female,North,1-5 purchases,Mobile,0.1,0.49840811854708883,1
3,Afternoon,Saturday,Winter,18-24,Male,East,1-5 purchases,Mobile,0.5,0.643373335130523,1
4,Night,Monday,Summer,55+,Female,South,No purchases,Desktop,0.35,0.4217013745654771,1
1,Afternoon,Wednesday,Spring,35-44,Male,West,1-5 purchases,Tablet,0.65,0.5631046490404622,1
2,Afternoon,Monday,Fall,35-44,Male,South,6-10 purchases,Desktop,0.6,0.542508231403904,0
4,Night,Monday,Spring,18-24,Male,West,No purchases,Desktop,0.85,0.5677758862133285,1
4,Morning,Thursday,Fall,25-34,Male,South,No purchases,Mobile,0.6,0.5410085406336363,1
4,Evening,Tuesday,Fall,25-34,Male,North,No purchases,Tablet,0.55,0.5074566119350972,1
4,Morning,Saturday,Fall,18-24,Male,West,No purchases,Mobile,0.5,0.6086504025194533,1
3,Evening,Friday,Fall,55+,Female,West,10+ purchases,Mobile,0.95,0.7421174593081675,1
2,Afternoon,Thursday,Summer,25-34,Male,North,1-5 purchases,Desktop,0.25,0.5191429120358892,1
1,Morning,Wednesday,Fall,35-44,Male,East,No purchases,Mobile,0.7,0.6352174171972255,1
4,Night,Monday,Fall,35-44,Female,North,No purchases,Desktop,0.25,0.4355487616148728,0
2,Morning,Friday,Fall,35-44,Male,West,No purchases,Desktop,0.95,0.47324861813707114,1
3,Morning,Tuesday,Fall,35-44,Male,West,No purchases,Mobile,0.75,0.6633811426449638,1
2,Night,Friday,Winter,35-44,Male,East,No purchases,Mobile,0.4,0.4489074571733337,0
2,Night,Tuesday,Summer,35-44,Female,East,No purchases,Tablet,0.95,0.4692214437266642,0
4,Morning,Sunday,Summer,35-44,Female,North,No purchases,Mobile,0.9,0.5873464228448997,1
4,Morning,Friday,Summer,18-24,Female,North,No purchases,Desktop,0.7,0.5704124968858256,0
2,Evening,Wednesday,Fall,25-34,Female,South,No purchases,Desktop,0.95,0.5956974487945281,0
3,Morning,Monday,Spring,45-54,Female,West,10+ purchases,Mobile,0.15,0.7046646966974097,1
1,Morning,Saturday,Spring,18-24,Female,West,10+ purchases,Mobile,0.65,0.7466517733242699,1
4,Afternoon,Sunday,Fall,18-24,Male,North,No purchases,Mobile,1.0,0.6429790425122509,1
1,Morning,Saturday,Winter,18-24,Female,East,10+ purchases,Mobile,0.9,0.7329392018769639,1
1,Night,Wednesday,Fall,18-24,Male,East,10+ purchases,Desktop,0.2,0.6290936973681914,0
1,Morning,Saturday,Winter,18-24,Female,West,1-5 purchases,Desktop,0.65,0.6188232445863261,1
2,Night,Friday,Winter,25-34,Male,West,No purchases,Mobile,0.65,0.48190271674113294,1
3,Evening,Tuesday,Winter,18-24,Male,South,6-10 purchases,Tablet,1.0,0.7452257641343404,1
3,Afternoon,Saturday,Summer,35-44,Male,South,6-10 purchases,Desktop,0.3,0.6935324535865608,0
2,Morning,Thursday,Winter,35-44,Male,East,No purchases,Mobile,0.3,0.4530670770530684,1
4,Afternoon,Saturday,Fall,25-34,Female,South,No purchases,Mobile,0.4,0.4604988471921964,1
4,Morning,Tuesday,Summer,35-44,Male,East,No purchases,Tablet,0.85,0.522636939815932,1
2,Evening,Sunday,Summer,25-34,Male,West,6-10 purchases,Tablet,0.95,0.7171222789915649,1
3,Night,Wednesday,Summer,55+,Female,South,10+ purchases,Desktop,0.75,0.7144931605610899,0
3,Afternoon,Monday,Spring,35-44,Male,West,No purchases,Desktop,0.35,0.6383328233777671,0
4,Afternoon,Wednesday,Summer,25-34,Male,East,No purchases,Desktop,0.85,0.5879427662813898,0
1,Morning,Sunday,Summer,25-34,Male,East,10+ purchases,Desktop,0.4,0.7266019213274749,1
1,Evening,Thursday,Summer,35-44,Male,North,6-10 purchases,Desktop,1.0,0.760263438442431,0
1,Afternoon,Wednesday,Spring,25-34,Female,North,6-10 purchases,Mobile,0.3,0.6170780241063063,1
1,Afternoon,Friday,Summer,18-24,Female,North,No purchases,Mobile,0.25,0.5915376778905753,1
4,Night,Thursday,Spring,55+,Male,North,No purchases,Desktop,0.8,0.4950714724700325,0
2,Night,Friday,Spring,55+,Female,North,6-10 purchases,Mobile,0.7,0.5217512432025182,1
2,Night,Saturday,Winter,55+,Female,East,1-5 purchases,Mobile,0.3,0.3698151377421806,1
2,Evening,Wednesday,Spring,18-24,Male,North,No purchases,Mobile,0.6,0.58542013172844,0
3,Night,Saturday,Fall,25-34,Female,West,1-5 purchases,Mobile,0.6,0.638166441633514,1
2,Afternoon,Friday,Fall,35-44,Female,North,6-10 purchases,Mobile,0.05,0.4663794374229995,1
1,Morning,Sunday,Winter,18-24,Male,South,6-10 purchases,Mobile,0.85,0.7114964048239109,1
2,Afternoon,Thursday,Summer,25-34,Male,West,1-5 purchases,Desktop,0.6,0.5694644078881994,1
1,Afternoon,Monday,Winter,18-24,Male,South,No purchases,Mobile,0.05,0.5151127434800912,0
3,Morning,Friday,Fall,55+,Female,North,1-5 purchases,Desktop,0.4,0.6003668122076791,1
3,Evening,Monday,Fall,25-34,Female,North,10+ purchases,Desktop,1.0,0.7712390174575096,1
1,Evening,Thursday,Summer,35-44,Female,East,No purchases,Mobile,0.55,0.6089056014964802,1
1,Night,Saturday,Summer,35-44,Male,North,10+ purchases,Mobile,0.2,0.664814862868654,0
3,Morning,Friday,Spring,35-44,Male,East,10+ purchases,Tablet,0.75,0.7185007531608265,1
2,Night,Tuesday,Summer,45-54,Male,South,No purchases,Tablet,0.55,0.44476963119025936,0
3,Night,Wednesday,Spring,35-44,Female,East,1-5 purchases,Desktop,0.2,0.587615230994669,1
2,Afternoon,Thursday,Fall,25-34,Female,West,1-5 purchases,Desktop,0.55,0.44578347367903126,0
3,Evening,Wednesday,Summer,45-54,Female,West,10+ purchases,Tablet,0.3,0.6935258070850582,1
3,Morning,Thursday,Summer,35-44,Female,East,6-10 purchases,Desktop,0.4,0.7262120607952456,1
1,Afternoon,Saturday,Winter,45-54,Male,North,6-10 purchases,Mobile,0.65,0.6533712065965321,1
4,Morning,Tuesday,Spring,18-24,Female,North,No purchases,Mobile,0.35,0.5327712113087176,1
4,Morning,Wednesday,Summer,35-44,Male,South,No purchases,Mobile,0.85,0.6394871486492868,0
2,Evening,Wednesday,Winter,45-54,Female,South,No purchases,Tablet,0.4,0.40483154871330396,0
4,Morning,Monday,Winter,35-44,Female,East,No purchases,Desktop,0.3,0.42220174808186495,0
4,Afternoon,Monday,Spring,25-34,Male,East,No purchases,Tablet,0.25,0.45543488010676364,0
2,Night,Tuesday,Summer,25-34,Female,North,1-5 purchases,Desktop,0.95,0.5494756570126468,1
4,Night,Sunday,Summer,45-54,Male,South,No purchases,Mobile,0.8,0.5658693728720791,1
1,Night,Tuesday,Fall,18-24,Male,East,6-10 purchases,Mobile,0.5,0.608217902296883,1
2,Morning,Wednesday,Spring,18-24,Male,East,No purchases,Mobile,1.0,0.5813863739243917,1
2,Afternoon,Tuesday,Spring,18-24,Female,East,No purchases,Desktop,0.75,0.49048121992359184,1
4,Evening,Monday,Spring,18-24,Male,North,No purchases,Mobile,0.3,0.5255764352595089,0
