U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
2,Morning,Friday,Spring,25-34,Female,West,1-5 purchases,Desktop,0.95,0.5747193394173414,1
4,Afternoon,Monday,Winter,25-34,Female,West,No purchases,Tablet,0.65,0.4341769046809767,1
1,Morning,Saturday,Spring,18-24,Male,West,6-10 purchases,Mobile,0.8,0.7784255778446965,1
2,Night,Sunday,Summer,18-24,Female,East,1-5 purchases,Desktop,0.8,0.558527783650029,1
3,Morning,Friday,Spring,25-34,Female,West,6-10 purchases,Mobile,0.65,0.7683579361781087,1
4,Evening,Thursday,Spring,25-34,Male,East,No purchases,Tablet,0.75,0.5577630482586574,1
4,Morning,Friday,Summer,35-44,Male,North,No purchases,Mobile,0.55,0.5970067284606428,1
2,Night,Friday,Summer,25-34,Male,North,1-5 purchases,Desktop,0.4,0.5217546557641018,0
2,Evening,Tuesday,Winter,35-44,Male,South,No purchases,Tablet,0.75,0.5296518443212463,0
2,Morning,Saturday,Summer,55+,Male,East,6-10 purchases,Tablet,0.8,0.6527690991515654,0
4,Night,Saturday,Winter,25-34,Male,East,No purchases,Tablet,0.75,0.460244885695845,0
4,Afternoon,Wednesday,Winter,55+,Male,East,No purchases,Tablet,0.85,0.3952627619590757,0
2,Evening,Saturday,Winter,55+,Female,East,6-10 purchases,Desktop,0.8,0.541197600638013,1
3,Night,Thursday,Fall,35-44,Female,North,10+ purchases,Desktop,0.9,0.6852718134722775,1
1,Evening,Thursday,Summer,18-24,Male,East,6-10 purchases,Mobile,0.55,0.7664349974851201,1
1,Evening,Friday,Winter,25-34,Female,South,6-10 purchases,Desktop,1.0,0.6773629674770493,1
2,Morning,Saturday,Spring,25-34,Male,North,No purchases,Mobile,0.4,0.5488104194724903,0
3,Evening,Friday,Spring,35-44,Female,North,6-10 purchases,Tablet,0.7,0.6900635874645475,1
3,Evening,Wednesday,Spring,25-34,Female,South,10+ purchases,Desktop,1.0,0.8185029405289619,1
2,Afternoon,Friday,Fall,25-34,Female,North,1-5 purchases,Mobile,0.75,0.5324014509488432,0
3,Afternoon,Tuesday,Spring,25-34,Female,West,No purchases,Mobile,1.0,0.6941867604054409,1
3,Evening,Sunday,Summer,35-44,Male,East,1-5 purchases,Desktop,0.7,0.7336757201961267,1
1,Night,Wednesday,Fall,35-44,Female,West,1-5 purchases,Mobile,0.6,0.5775346690218095,1
2,Morning,Wednesday,Fall,35-44,Female,West,No purchases,Tablet,1.0,0.5076860159701263,1
1,Morning,Saturday,Fall,18-24,Male,North,10+ purchases,Desktop,0.55,0.7080632150691717,1
2,Morning,Tuesday,Fall,45-54,Male,North,No purchases,Tablet,0.25,0.40021513404307235,0
2,Evening,Tuesday,Fall,18-24,Male,North,1-5 purchases,Tablet,0.25,0.49920925976733993,0
4,Afternoon,Saturday,Spring,18-24,Female,South,No purchases,Desktop,0.35,0.5056617496533178,0
