U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
2,Evening,Monday,Spring,25-34,Female,West,No purchases,Mobile,0.45,0.5519412729348574,1
3,Evening,Thursday,Winter,35-44,Female,South,10+ purchases,Desktop,0.75,0.7492443477994827,1
4,Evening,Thursday,Fall,18-24,Female,West,No purchases,Mobile,0.5,0.5338480035319451,1
2,Morning,Tuesday,Winter,45-54,Male,West,No purchases,Mobile,0.5,0.41526516317584017,0
3,Morning,Friday,Fall,45-54,Male,North,1-5 purchases,Desktop,0.25,0.5789999491278645,1
1,Morning,Sunday,Winter,55+,Male,East,10+ purchases,Mobile,0.5,0.6552432554571163,0
1,Afternoon,Sunday,Summer,18-24,Male,North,10+ purchases,Mobile,0.55,0.7438834904005299,1
3,Night,Sunday,Summer,45-54,Male,South,6-10 purchases,Desktop,0.3,0.6767397727117485,1
4,Evening,Tuesday,Winter,25-34,Female,South,No purchases,Mobile,0.55,0.5302932729921007,1
3,Afternoon,Friday,Spring,45-54,Male,South,10+ purchases,Tablet,0.45,0.6711108347709532,1
2,Afternoon,Saturday,Spring,18-24,Female,North,1-5 purchases,Mobile,1.0,0.6441553733443672,0
4,Afternoon,Tuesday,Fall,18-24,Male,West,1-5 purchases,Desktop,0.55,0.5454768719929537,0
1,Night,Monday,Winter,25-34,Male,North,No purchases,Mobile,0.05,0.5056190127539245,1
2,Night,Tuesday,Fall,45-54,Male,North,6-10 purchases,Mobile,0.55,0.5455127387518341,0
3,Evening,Saturday,Fall,45-54,Female,South,10+ purchases,Desktop,0.55,0.7209850706753,1
1,Morning,Saturday,Spring,25-34,Female,West,1-5 purchases,Desktop,0.55,0.6922923864323075,1
4,Evening,Saturday,Fall,55+,Female,North,No purchases,Desktop,0.6,0.4790497999133441,0
3,Afternoon,Friday,Spring,35-44,Male,South,1-5 purchases,Desktop,0.15,0.6306701949288741,0
4,Afternoon,Saturday,Spring,35-44,Male,South,No purchases,Tablet,0.6,0.49650840948016745,1
3,Afternoon,Friday,Fall,45-54,Male,West,6-10 purchases,Desktop,0.2,0.6879760732375179,1
1,Night,Saturday,Fall,55+,Female,North,No purchases,Mobile,0.35,0.5257446302502847,1
3,Night,Sunday,Fall,35-44,Female,South,10+ purchases,Desktop,0.6,0.670045718274152,0
3,Night,Thursday,Summer,45-54,Female,East,6-10 purchases,Mobile,0.3,0.637565311500447,1
3,Morning,Monday,Summer,35-44,Male,West,10+ purchases,Tablet,0.15,0.7117304347424579,1
1,Afternoon,Monday,Winter,25-34,Female,South,10+ purchases,Mobile,0.2,0.5584294783302235,1
3,Evening,Friday,Spring,45-54,Female,South,10+ purchases,Desktop,0.65,0.738391159152797,0
4,Night,Saturday,Spring,45-54,Female,East,No purchases,Mobile,0.95,0.5462395504975068,1
3,Evening,Friday,Fall,18-24,Female,South,6-10 purchases,Mobile,0.25,0.6542844076262592,1
2,Evening,Thursday,Spring,25-34,Male,South,No purchases,Desktop,0.85,0.5662364238830596,0
2,Afternoon,Sunday,Winter,18-24,Male,North,1-5 purchases,Tablet,0.25,0.43095686738678446,1
2,Night,Monday,Fall,25-34,Female,South,1-5 purchases,Mobile,0.3,0.44678831541799924,1
2,Afternoon,Thursday,Summer,35-44,Female,East,6-10 purchases,Desktop,0.7,0.5696378053313128,1
1,Afternoon,Monday,Winter,18-24,Male,South,6-10 purchases,Mobile,0.7,0.648207018432737,1
1,Evening,Friday,Fall,55+,Female,South,10+ purchases,Desktop,0.9,0.6668836510736224,1
3,Morning,Thursday,Summer,35-44,Female,North,10+ purchases,Tablet,0.1,0.6662051324309719,1
1,Evening,Sunday,Summer,25-34,Male,South,1-5 purchases,Mobile,0.45,0.7032008310334406,1
4,Morning,Monday,Fall,35-44,Female,East,1-5 purchases,Mobile,0.45,0.4807237795443587,1
2,Morning,Wednesday,Fall,35-44,Female,South,1-5 purchases,Tablet,0.45,0.4494302814637015,0
4,Night,Saturday,Summer,45-54,Male,North,No purchases,Desktop,0.8,0.571749762839438,1
4,Evening,Saturday,Winter,18-24,Male,South,No purchases,Mobile,0.6,0.57238419855765,1
4,Evening,Wednesday,Fall,25-34,Female,South,1-5 purchases,Mobile,0.7,0.6181479933200564,0
1,Morning,Monday,Summer,18-24,Male,West,1-5 purchases,Mobile,0.25,0.6143719736762965,0
1,Morning,Sunday,Summer,35-44,Male,North,1-5 purchases,Mobile,0.5,0.6828356377579575,1
3,Morning,Sunday,Fall,55+,Female,East,6-10 purchases,Desktop,0.55,0.7148400530133893,0
1,Afternoon,Sunday,Summer,25-34,Female,North,6-10 purchases,Mobile,0.55,0.7047315454149228,0
1,Morning,Saturday,Summer,25-34,Male,North,No purchases,Mobile,0.3,0.645915330086138,0
1,Night,Tuesday,Spring,35-44,Female,South,10+ purchases,Mobile,0.15,0.5740313262478932,1
4,Afternoon,Tuesday,Fall,45-54,Female,South,No purchases,Desktop,0.15,0.3903289380010096,1
4,Night,Wednesday,Spring,45-54,Female,North,1-5 purchases,Mobile,0.1,0.4529034527377938,0
2,Night,Thursday,Winter,18-24,Male,East,No purchases,Desktop,0.15,0.3495892090163168,0
4,Afternoon,Tuesday,Winter,45-54,Male,North,No purchases,Mobile,0.95,0.5201568629753688,1
3,Morning,Tuesday,Spring,45-54,Male,East,6-10 purchases,Desktop,0.6,0.7030197571915713,1
1,Afternoon,Friday,Fall,18-24,Male,South,10+ purchases,Desktop,1.0,0.7162676309744924,0
3,Night,Thursday,Fall,25-34,Female,West,6-10 purchases,Desktop,0.5,0.6539183318300544,0
2,Evening,Wednesday,Winter,35-44,Female,South,No purchases,Mobile,0.7,0.5282352412418925,1
4,Night,Tuesday,Winter,18-24,Male,South,No purchases,Tablet,0.4,0.4189032643140072,0
2,Night,Thursday,Winter,18-24,Female,North,6-10 purchases,Tablet,0.75,0.48025956968546546,0
1,Night,Friday,Winter,18-24,Male,East,10+ purchases,Mobile,0.5,0.6751543910212313,1
2,Afternoon,Sunday,Spring,25-34,Male,North,1-5 purchases,Mobile,0.7,0.576155191539506,0
1,Night,Wednesday,Fall,18-24,Female,South,1-5 purchases,Mobile,0.45,0.5476719658388786,0
1,Morning,Tuesday,Spring,25-34,Female,West,No purchases,Mobile,0.5,0.6228612920168745,1
4,Morning,Saturday,Fall,35-44,Male,West,No purchases,Mobile,0.2,0.4939489844465778,0
1,Evening,Friday,Fall,18-24,Female,South,6-10 purchases,Mobile,0.45,0.6910128279941219,0
4,Evening,Friday,Fall,25-34,Female,South,1-5 purchases,Mobile,0.9,0.589545428608382,0
3,Night,Wednesday,Winter,35-44,Male,South,10+ purchases,Desktop,0.65,0.6570467442699356,1
4,Afternoon,Tuesday,Spring,18-24,Female,East,No purchases,Desktop,0.7,0.4967530865208882,0
2,Night,Monday,Spring,18-24,Female,West,6-10 purchases,Mobile,0.45,0.5058228608462132,1
3,Night,Monday,Fall,55+,Female,West,6-10 purchases,Desktop,0.9,0.656480956012649,1
2,Evening,Sunday,Spring,18-24,Male,West,1-5 purchases,Mobile,0.65,0.6570978167806215,0
4,Morning,Friday,Summer,18-24,Female,South,No purchases,Mobile,0.5,0.5946873888363443,0
1,Evening,Friday,Winter,35-44,Female,North,1-5 purchases,Mobile,0.55,0.5615965488420985,1
1,Afternoon,Tuesday,Spring,18-24,Female,West,1-5 purchases,Mobile,0.7,0.6231410911719564,0
4,Afternoon,Monday,Winter,55+,Female,West,No purchases,Tablet,0.55,0.3888003173395985,0
4,Night,Wednesday,Summer,35-44,Female,East,No purchases,Tablet,0.8,0.4948396015491517,1
2,Night,Wednesday,Winter,25-34,Male,South,6-10 purchases,Mobile,0.5,0.5181958064239475,1
2,Night,Thursday,Summer,18-24,Female,North,6-10 purchases,Desktop,0.3,0.5643378156262264,0
1,Evening,Wednesday,Spring,18-24,Female,South,10+ purchases,Desktop,0.65,0.7424922689663872,1
1,Afternoon,Saturday,Winter,25-34,Male,East,1-5 purchases,Tablet,0.4,0.552702322956413,0
1,Morning,Saturday,Summer,25-34,Male,West,1-5 purchases,Mobile,0.9,0.7453123967569653,1
3,Night,Sunday,Fall,25-34,Female,North,10+ purchases,Mobile,0.35,0.7006820938891208,0
3,Night,Tuesday,Spring,55+,Female,South,6-10 purchases,Desktop,0.35,0.5904206061907243,1
4,Evening,Thursday,Fall,35-44,Female,South,1-5 purchases,Tablet,0.45,0.4774193428369757,1
2,Afternoon,Thursday,Fall,25-34,Male,West,1-5 purchases,Desktop,0.2,0.46271563376049396,0
1,Afternoon,Monday,Winter,18-24,Female,South,10+ purchases,Mobile,0.65,0.6866780089236406,0
2,Morning,Sunday,Fall,25-34,Male,West,1-5 purchases,Desktop,0.85,0.5707410011902585,0
3,Morning,Wednesday,Summer,35-44,Male,South,6-10 purchases,Desktop,0.3,0.6685133357163109,1
3,Morning,Tuesday,Spring,25-34,Female,East,6-10 purchases,Desktop,0.85,0.7464760750372632,1
2,Night,Friday,Fall,35-44,Male,South,1-5 purchases,Tablet,1.0,0.4753634072267861,1
4,Night,Monday,Fall,25-34,Female,East,No purchases,Mobile,0.55,0.45549389176542654,0
3,Afternoon,Tuesday,Spring,45-54,Female,East,6-10 purchases,Desktop,0.5,0.6696390216679339,1
4,Afternoon,Friday,Summer,18-24,Female,South,No purchases,Mobile,0.95,0.5823148045507777,1
2,Morning,Sunday,Fall,55+,Male,East,1-5 purchases,Mobile,0.6,0.5051318486074448,1
4,Evening,Sunday,Winter,45-54,Male,East,1-5 purchases,Mobile,0.75,0.591766379978079,1
2,Morning,Monday,Spring,55+,Female,North,No purchases,Mobile,0.2,0.4359911511432632,1
3,Night,Monday,Winter,18-24,Female,North,6-10 purchases,Tablet,0.7,0.6137109612503062,1
4,Night,Sunday,Winter,25-34,Female,South,No purchases,Mobile,0.55,0.4705936891542237,0
2,Afternoon,Wednesday,Winter,18-24,Male,North,No purchases,Tablet,0.35,0.4018777000944279,1
1,Night,Friday,Summer,18-24,Male,East,No purchases,Tablet,0.65,0.5777911975736847,1
3,Evening,Tuesday,Summer,45-54,Female,North,6-10 purchases,Desktop,0.95,0.7816965072652359,1
1,Morning,Wednesday,Fall,25-34,Female,North,No purchases,Mobile,0.2,0.5958158677270922,1
3,Afternoon,Monday,Winter,55+,Female,South,10+ purchases,Mobile,0.85,0.6923623917412889,1
3,Night,Wednesday,Spring,25-34,Female,East,1-5 purchases,Tablet,0.75,0.6033649726592087,1
4,Afternoon,Thursday,Spring,18-24,Male,South,No purchases,Mobile,1.0,0.6075185294757561,0
1,Afternoon,Wednesday,Fall,25-34,Male,East,6-10 purchases,Desktop,0.05,0.5847223934424209,0
1,Afternoon,Monday,Summer,45-54,Male,North,1-5 purchases,Mobile,0.85,0.6521220133784248,0
4,Evening,Tuesday,Spring,18-24,Female,North,No purchases,Mobile,0.85,0.6438491885955925,1
4,Night,Saturday,Fall,45-54,Male,East,No purchases,Tablet,0.6,0.4386225817391765,1
4,Night,Monday,Fall,35-44,Male,South,No purchases,Mobile,0.95,0.5242038203200605,0
4,Afternoon,Saturday,Winter,35-44,Male,North,No purchases,Desktop,0.25,0.4252074986185882,0
2,Evening,Saturday,Summer,45-54,Male,South,6-10 purchases,Desktop,0.8,0.627584468691631,0
3,Night,Friday,Winter,35-44,Male,West,6-10 purchases,Desktop,0.35,0.6325377829797444,1
3,Evening,Tuesday,Summer,25-34,Female,North,6-10 purchases,Mobile,0.3,0.7446911364880384,1
1,Night,Wednesday,Summer,25-34,Male,North,1-5 purchases,Tablet,0.65,0.588287318541587,1
1,Night,Saturday,Spring,18-24,Male,West,No purchases,Tablet,0.25,0.5581754835811532,0
2,Morning,Thursday,Fall,18-24,Female,North,6-10 purchases,Desktop,0.65,0.5888268527878552,1
2,Afternoon,Wednesday,Spring,35-44,Female,West,No purchases,Mobile,0.3,0.45114960191813264,0
2,Night,Sunday,Summer,35-44,Male,North,1-5 purchases,Mobile,0.3,0.5496360183463841,0
1,Morning,Thursday,Fall,25-34,Male,East,10+ purchases,Mobile,0.25,0.693118868171977,1
