theta1,theta2,theta3,thetad1,thetad2,thetad3,tau1,tau2,target
1.5376139879226685,-0.0593699999153614,1.201467990875244,1.427548050880432,1.0902179479599,1.5303339958190918,-0.567986011505127,-0.1404629945755005,6.321392059326172
-0.2074239999055862,0.9847670197486876,1.0631359815597534,-1.2582379579544067,-1.7778079509735107,0.697754979133606,-0.3269369900226593,-0.0249990001320838,9.122258186340332
-0.4486519992351532,-0.6706429719924927,0.5399960279464722,1.5403039455413818,-0.0920910015702247,1.658838987350464,0.5154849886894226,-0.2361979931592941,2.8877999782562256
1.188241958618164,1.5637110471725464,1.2449870109558103,1.4978070259094238,-1.8266470432281496,1.6992859840393066,-0.3005880117416382,0.0226520001888275,4.631216049194336
1.1150929927825928,1.141793966293335,1.2857450246810913,0.3898249864578247,-0.3205029964447021,0.5105389952659607,0.0971980020403862,0.412441998720169,-0.4435909986495971
-1.0996899604797363,1.377835988998413,-1.2795330286026,-1.5374029874801636,-0.1547220051288604,0.8328279852867126,-0.1104649975895881,-0.1814880073070526,5.987181186676025
-0.1208290010690689,1.204483985900879,-0.6545510292053223,-0.4414829909801483,-0.812690019607544,-0.4985460042953491,0.4622809886932373,-0.4405350089073181,0.6581180095672607
0.840910017490387,-0.2228229939937591,-1.4588299989700315,0.9546840190887452,0.6241530179977417,-1.5235379934310913,-0.2760989964008331,-0.0042820000089704,3.556649923324585
0.5060340166091919,-0.0128690004348754,-1.4083750247955322,0.7191479802131653,0.3914250135421753,0.1846120059490203,0.0462319999933242,-0.586139976978302,-2.681731939315796
0.1541900038719177,1.5502829551696775,1.7559829950332642,-1.82231605052948,-0.9122459888458252,0.103702001273632,0.3888849914073944,-0.4121389985084533,-5.64491605758667
1.3843539953231812,-1.0513399839401243,-0.3036220073699951,1.4879809617996216,-1.0926460027694702,-0.8589879870414734,0.5582749843597412,0.1226190030574798,-6.4010701179504395
-1.8134499788284304,1.0802489519119265,-0.1469669938087463,-0.7886599898338318,-0.007145999930799,0.5272169709205627,0.5226449966430664,0.087627001106739,6.846336841583252
1.1090710163116455,1.7129039764404297,1.7326940298080444,-1.1720160245895386,-0.290026992559433,0.0184899996966123,0.5184910297393799,-0.1272840052843094,-7.590253829956055
0.2688330113887787,-1.8493210077285769,1.383085012435913,0.2437109947204589,-1.8501499891281128,-1.242169976234436,0.1943030059337616,0.458851009607315,-2.616837978363037
-0.1048989966511726,1.2785120010375977,-0.5381460189819336,-0.5992609858512878,1.4180669784545898,0.06785299628973,-0.5982159972190857,0.583732008934021,4.109550952911377
-1.7887580394744873,1.3871699571609497,1.0359410047531128,1.6040019989013672,-0.1703349947929382,-1.4624429941177368,0.1702020019292831,-0.2193579971790313,4.067660808563232
-0.9437419772148132,-1.4630980491638184,0.8421289920806885,1.4174970388412476,1.7979650497436523,-1.2029989957809448,-0.2462069988250732,-0.4028050005435943,-3.1975929737091064
-0.7814130187034607,1.1619369983673096,0.5300350189208984,0.0056579997763037,0.8478559851646423,-0.350939005613327,0.5346999764442444,-0.0998720005154609,6.47352409362793
1.422374963760376,0.8422279953956604,-0.6967869997024536,-1.5518120527267456,-1.063325047492981,1.84096097946167,0.4381079971790313,0.0734340026974678,3.6740469932556152
0.1166429966688156,0.0731939971446991,1.1803799867630005,1.3772979974746704,0.9881550073623656,1.4706389904022217,0.4755760133266449,-0.1885980069637298,8.64466381072998
-1.5105210542678833,-0.7457079887390137,1.833322048187256,1.151286005973816,-1.2954529523849487,-1.4404799938201904,0.0696310028433799,0.2880040109157562,9.056697845458984
1.2117949724197388,1.5759049654006958,-1.1592719554901123,-0.977741003036499,0.1539269983768463,0.8940150141716003,-0.3684439957141876,-0.4456790089607239,1.2854859828948977
