U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
2,Morning,Saturday,Winter,35-44,Female,North,1-5 purchases,Mobile,0.9,0.6205654666179464,0
4,Evening,Tuesday,Spring,25-34,Male,West,No purchases,Tablet,0.45,0.5703438410165382,1
2,Morning,Saturday,Summer,18-24,Female,North,1-5 purchases,Mobile,0.4,0.6039941327176713,1
2,Night,Saturday,Summer,18-24,Female,West,10+ purchases,Mobile,0.25,0.6484159413749957,1
1,Morning,Wednesday,Summer,25-34,Male,South,1-5 purchases,Mobile,0.7,0.6495938786005112,0
1,Night,Friday,Winter,18-24,Female,West,No purchases,Mobile,0.3,0.4662382173713522,0
2,Afternoon,Sunday,Fall,18-24,Male,East,1-5 purchases,Desktop,0.55,0.6225228171623823,1
1,Night,Saturday,Winter,25-34,Male,East,6-10 purchases,Mobile,0.85,0.6924122647342962,1
2,Afternoon,Friday,Winter,25-34,Female,West,No purchases,Mobile,0.75,0.5032260316373258,1
3,Afternoon,Monday,Winter,35-44,Male,East,10+ purchases,Tablet,0.15,0.6199101776216751,1
3,Morning,Thursday,Spring,45-54,Male,North,10+ purchases,Desktop,0.65,0.7292039462497002,1
4,Evening,Monday,Summer,45-54,Female,North,No purchases,Mobile,0.45,0.7350117200894112,1
1,Evening,Thursday,Spring,35-44,Male,West,10+ purchases,Desktop,0.9,0.7002346716364275,0
4,Evening,Tuesday,Summer,25-34,Female,South,No purchases,Desktop,1.0,0.7728277429722296,1
4,Morning,Sunday,Winter,18-24,Male,South,No purchases,Desktop,0.4,0.594210753311584,0
2,Night,Friday,Summer,25-34,Male,West,1-5 purchases,Mobile,0.2,0.531038108278078,1
2,Night,Wednesday,Summer,35-44,Female,West,6-10 purchases,Mobile,0.75,0.6327307152822383,1
1,Afternoon,Saturday,Winter,18-24,Male,West,10+ purchases,Mobile,1.0,0.6973650673988865,1
4,Morning,Friday,Summer,25-34,Female,West,No purchases,Desktop,0.15,0.505925118151806,0
3,Afternoon,Thursday,Winter,35-44,Male,West,10+ purchases,Desktop,0.6,0.633041723260178,1
1,Morning,Sunday,Fall,25-34,Male,North,No purchases,Desktop,0.95,0.5921255226649745,1
4,Afternoon,Friday,Fall,25-34,Female,East,No purchases,Mobile,0.85,0.7387207863798516,1
3,Evening,Wednesday,Spring,55+,Male,West,1-5 purchases,Mobile,0.95,0.733211904480984,1
3,Afternoon,Tuesday,Fall,45-54,Male,North,10+ purchases,Desktop,0.4,0.7076140995296901,1
1,Night,Sunday,Spring,35-44,Female,South,10+ purchases,Desktop,0.8,0.6533347930049291,1
4,Night,Friday,Spring,45-54,Male,South,No purchases,Mobile,0.05,0.5655310909254009,1
2,Morning,Wednesday,Summer,45-54,Male,East,1-5 purchases,Mobile,0.05,0.5186686648317985,0
2,Afternoon,Sunday,Summer,45-54,Male,South,No purchases,Mobile,0.55,0.6560726904962902,1
2,Evening,Sunday,Fall,18-24,Female,East,No purchases,Mobile,0.55,0.6583832296127746,1
3,Night,Friday,Winter,35-44,Male,West,10+ purchases,Desktop,0.1,0.5248001604895137,1
3,Night,Sunday,Fall,35-44,Female,East,10+ purchases,Tablet,0.2,0.580481535381718,1
2,Night,Monday,Winter,45-54,Male,North,6-10 purchases,Desktop,0.45,0.550791359484555,0
2,Afternoon,Tuesday,Summer,35-44,Female,South,6-10 purchases,Desktop,0.55,0.6120438167554276,1
3,Night,Tuesday,Winter,35-44,Male,North,10+ purchases,Mobile,0.5,0.7579976543848199,1
3,Evening,Wednesday,Fall,35-44,Female,South,10+ purchases,Desktop,0.65,0.7566146453749181,1
3,Morning,Friday,Spring,45-54,Female,West,1-5 purchases,Mobile,0.05,0.5267989087973752,0
3,Afternoon,Monday,Spring,18-24,Female,South,6-10 purchases,Desktop,0.3,0.6556929348390182,0
2,Afternoon,Thursday,Fall,25-34,Female,East,No purchases,Desktop,0.6,0.4733802880753749,1
1,Evening,Friday,Summer,25-34,Male,West,No purchases,Tablet,0.75,0.4815381696910704,1
4,Evening,Sunday,Spring,18-24,Female,West,No purchases,Mobile,0.75,0.749140031036936,1
4,Afternoon,Thursday,Winter,35-44,Male,West,No purchases,Mobile,0.55,0.6075565588612264,1
1,Evening,Wednesday,Winter,55+,Male,East,10+ purchases,Mobile,0.45,0.6648896413295676,1
3,Morning,Friday,Summer,45-54,Male,West,6-10 purchases,Tablet,0.6,0.5589383484311434,1
4,Evening,Saturday,Winter,18-24,Female,East,No purchases,Tablet,0.95,0.713547108915689,1
4,Evening,Wednesday,Fall,18-24,Male,South,No purchases,Desktop,0.55,0.6582810043237508,1
2,Afternoon,Sunday,Spring,35-44,Male,North,1-5 purchases,Mobile,0.45,0.6724008748676005,1
3,Morning,Tuesday,Winter,45-54,Female,East,1-5 purchases,Mobile,0.85,0.7076334017328713,1
1,Night,Friday,Summer,35-44,Male,West,6-10 purchases,Mobile,0.15,0.5408167851909099,0
4,Night,Saturday,Fall,55+,Female,East,No purchases,Tablet,0.55,0.4928847907938638,1
3,Morning,Saturday,Winter,45-54,Male,South,6-10 purchases,Desktop,0.2,0.5598101320571052,0
2,Afternoon,Friday,Summer,55+,Male,West,No purchases,Desktop,0.1,0.3799988120722593,1
1,Evening,Tuesday,Spring,25-34,Male,North,1-5 purchases,Mobile,0.9,0.7714148756686589,1
