U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
3,Afternoon,Monday,Summer,18-24,Female,West,10+ purchases,Tablet,0.35,0.620939765229144,1
3,Afternoon,Thursday,Fall,18-24,Female,North,1-5 purchases,Mobile,0.05,0.5868520755170663,0
1,Night,Wednesday,Winter,25-34,Female,South,1-5 purchases,Mobile,0.5,0.4822007237088308,0
4,Evening,Friday,Spring,55+,Female,West,No purchases,Mobile,1.0,0.7165054065707461,0
2,Afternoon,Tuesday,Spring,35-44,Female,North,1-5 purchases,Mobile,0.05,0.5794649781528423,1
2,Evening,Friday,Summer,45-54,Male,North,1-5 purchases,Desktop,0.7,0.6959471442618728,1
1,Afternoon,Friday,Spring,18-24,Female,East,No purchases,Mobile,0.7,0.6291186632540801,1
2,Night,Tuesday,Fall,25-34,Male,North,1-5 purchases,Desktop,0.5,0.5467080237028678,1
1,Morning,Tuesday,Spring,18-24,Female,West,1-5 purchases,Mobile,0.65,0.533506651442464,0
4,Afternoon,Thursday,Summer,25-34,Male,North,No purchases,Tablet,0.6,0.6470705524280296,1
2,Evening,Friday,Winter,18-24,Male,East,1-5 purchases,Mobile,0.85,0.7042119593946985,1
1,Night,Friday,Spring,18-24,Female,North,1-5 purchases,Mobile,1.0,0.711771407733062,1
2,Night,Wednesday,Summer,45-54,Male,South,1-5 purchases,Desktop,0.15,0.4518551273595467,0
3,Afternoon,Friday,Fall,45-54,Male,East,6-10 purchases,Desktop,0.65,0.6784813961551313,0
3,Night,Monday,Fall,25-34,Female,South,10+ purchases,Desktop,0.3,0.6246615447485737,1
3,Afternoon,Monday,Fall,25-34,Female,North,10+ purchases,Desktop,0.25,0.6749418092932242,1
3,Night,Sunday,Summer,45-54,Male,South,6-10 purchases,Tablet,0.3,0.6034298211062701,1
1,Evening,Saturday,Fall,25-34,Female,North,6-10 purchases,Mobile,0.95,0.7736363343875409,1
3,Afternoon,Friday,Summer,35-44,Female,North,10+ purchases,Desktop,0.75,0.7666712907584476,1
4,Afternoon,Wednesday,Spring,55+,Female,West,1-5 purchases,Mobile,0.95,0.705572365232404,1
2,Evening,Saturday,Winter,35-44,Male,West,1-5 purchases,Tablet,0.65,0.5121914402250146,0
2,Morning,Sunday,Summer,18-24,Female,North,6-10 purchases,Mobile,0.35,0.737777569026596,1
4,Afternoon,Wednesday,Spring,55+,Male,West,1-5 purchases,Mobile,0.4,0.6836308805377943,0
2,Evening,Monday,Spring,25-34,Male,East,1-5 purchases,Desktop,0.25,0.5773396489876782,1
3,Evening,Sunday,Winter,55+,Female,South,10+ purchases,Mobile,0.9,0.8068296290506659,1
3,Afternoon,Sunday,Summer,45-54,Female,West,No purchases,Mobile,0.85,0.6855389111711614,1
4,Morning,Thursday,Fall,35-44,Male,East,No purchases,Tablet,1.0,0.6280347647241857,0
4,Morning,Sunday,Fall,25-34,Female,West,No purchases,Desktop,1.0,0.599109760030465,1
1,Morning,Wednesday,Spring,25-34,Female,North,1-5 purchases,Mobile,0.25,0.5174271485037601,0
4,Morning,Tuesday,Winter,45-54,Female,North,No purchases,Mobile,0.95,0.6578681296352135,1
4,Afternoon,Sunday,Fall,25-34,Male,South,No purchases,Desktop,0.2,0.568855814813168,1
1,Night,Friday,Summer,25-34,Male,West,1-5 purchases,Desktop,0.85,0.5491220508665797,0
4,Morning,Sunday,Winter,18-24,Male,East,No purchases,Mobile,0.3,0.6802735954746646,1
3,Evening,Sunday,Winter,55+,Female,North,10+ purchases,Tablet,0.5,0.6311025471475251,1
4,Morning,Friday,Fall,55+,Male,North,1-5 purchases,Mobile,0.9,0.7509257719172896,0
1,Evening,Tuesday,Fall,35-44,Male,West,6-10 purchases,Desktop,0.3,0.5198570513454106,1
1,Night,Tuesday,Summer,35-44,Female,South,6-10 purchases,Mobile,0.35,0.5885593064473568,0
4,Morning,Tuesday,Summer,18-24,Male,East,No purchases,Mobile,0.8,0.7641866042954639,1
1,Night,Saturday,Winter,25-34,Female,South,10+ purchases,Desktop,0.75,0.6595355763129997,0
3,Morning,Friday,Summer,25-34,Female,South,6-10 purchases,Desktop,0.7,0.6893926732237481,0
1,Morning,Saturday,Winter,35-44,Male,South,10+ purchases,Tablet,0.65,0.5560957189662574,0
1,Afternoon,Sunday,Spring,25-34,Female,West,6-10 purchases,Mobile,0.55,0.6262233754208975,1
3,Afternoon,Sunday,Spring,45-54,Male,West,10+ purchases,Desktop,0.6,0.7453527211536682,1
3,Afternoon,Sunday,Spring,45-54,Male,West,No purchases,Desktop,0.45,0.5152225482193117,1
3,Evening,Tuesday,Fall,35-44,Female,South,6-10 purchases,Desktop,0.35,0.6010233123951066,0
3,Night,Saturday,Winter,25-34,Female,West,6-10 purchases,Tablet,0.4,0.5166786283276779,0
3,Evening,Monday,Spring,18-24,Male,North,6-10 purchases,Mobile,0.65,0.8321852415183902,1
4,Evening,Friday,Fall,25-34,Female,West,No purchases,Desktop,0.75,0.6557699598833746,0
1,Afternoon,Wednesday,Summer,25-34,Male,East,10+ purchases,Desktop,0.05,0.5884461380800804,1
1,Afternoon,Wednesday,Winter,45-54,Male,South,10+ purchases,Mobile,0.75,0.6797732225029176,0
1,Morning,Saturday,Summer,18-24,Male,South,1-5 purchases,Mobile,0.55,0.6621804579519192,1
3,Afternoon,Saturday,Summer,25-34,Female,East,10+ purchases,Mobile,0.75,0.8449013587290134,0
1,Night,Saturday,Fall,18-24,Female,West,6-10 purchases,Mobile,0.4,0.5616465585220656,1
1,Afternoon,Monday,Fall,25-34,Male,West,1-5 purchases,Mobile,0.1,0.45361457988824166,0
2,Night,Sunday,Spring,35-44,Female,North,1-5 purchases,Mobile,0.6,0.648557716377037,0
3,Evening,Sunday,Spring,35-44,Female,North,No purchases,Tablet,0.65,0.6349797537697615,1
3,Morning,Monday,Spring,25-34,Male,North,6-10 purchases,Desktop,0.6,0.6999465103889029,1
4,Morning,Saturday,Spring,25-34,Male,East,No purchases,Mobile,0.55,0.7443357966801095,0
3,Morning,Tuesday,Summer,35-44,Female,South,10+ purchases,Desktop,0.35,0.6716179031619539,0
4,Morning,Monday,Summer,25-34,Male,North,No purchases,Desktop,0.85,0.7221676010247852,1
1,Night,Wednesday,Winter,45-54,Male,North,10+ purchases,Tablet,0.2,0.43903390555027066,0
4,Night,Friday,Fall,25-34,Female,West,No purchases,Tablet,0.8,0.5476060160679735,1
2,Evening,Tuesday,Winter,18-24,Female,South,6-10 purchases,Mobile,0.9,0.7688096388218835,1
1,Evening,Wednesday,Winter,18-24,Female,East,No purchases,Mobile,0.65,0.6142421827699991,0
4,Night,Saturday,Spring,55+,Female,South,No purchases,Desktop,0.35,0.5542024662678843,1
3,Evening,Sunday,Summer,45-54,Female,East,10+ purchases,Tablet,0.9,0.7982518273141932,1
2,Morning,Friday,Winter,18-24,Female,South,6-10 purchases,Desktop,0.15,0.4756785574214421,0
4,Evening,Friday,Spring,18-24,Male,West,1-5 purchases,Desktop,0.4,0.667055491049666,1
2,Afternoon,Friday,Winter,25-34,Female,North,1-5 purchases,Mobile,0.4,0.5529631928400829,1
3,Afternoon,Tuesday,Fall,35-44,Female,North,6-10 purchases,Mobile,0.7,0.7373522637439729,0
4,Evening,Saturday,Fall,45-54,Male,North,No purchases,Mobile,0.45,0.748964175452453,1
2,Afternoon,Thursday,Fall,25-34,Female,West,6-10 purchases,Tablet,0.1,0.3659224744936968,1
3,Evening,Friday,Winter,45-54,Male,West,10+ purchases,Mobile,0.9,0.7885267100379522,0
3,Afternoon,Sunday,Winter,25-34,Female,South,6-10 purchases,Desktop,0.3,0.6001898718839112,1
4,Morning,Friday,Fall,25-34,Female,North,No purchases,Mobile,0.6,0.6785387180099263,1
1,Night,Monday,Spring,18-24,Male,West,No purchases,Desktop,0.8,0.5105228265821902,0
1,Evening,Monday,Spring,55+,Male,North,No purchases,Mobile,0.85,0.6538135864403288,1
4,Night,Thursday,Spring,35-44,Female,South,No purchases,Mobile,0.15,0.5463749961471166,0
3,Night,Saturday,Summer,45-54,Male,East,10+ purchases,Tablet,0.5,0.7005837349216807,1
1,Evening,Tuesday,Summer,35-44,Male,North,1-5 purchases,Mobile,0.65,0.700678870783033,1
1,Morning,Saturday,Fall,18-24,Male,East,1-5 purchases,Mobile,0.75,0.6497728522029849,1
3,Night,Monday,Winter,25-34,Female,North,6-10 purchases,Mobile,0.65,0.739547856512071,1
4,Night,Saturday,Summer,18-24,Male,South,No purchases,Tablet,0.2,0.6047746160284748,1
3,Afternoon,Thursday,Winter,45-54,Female,South,10+ purchases,Tablet,1.0,0.6741893621314815,1
1,Night,Friday,Winter,25-34,Male,East,6-10 purchases,Mobile,0.05,0.47581833818952374,1
2,Morning,Sunday,Fall,25-34,Male,South,6-10 purchases,Mobile,0.6,0.6821272108310584,1
1,Morning,Monday,Spring,55+,Male,West,10+ purchases,Desktop,0.95,0.5915090596817432,0
1,Night,Wednesday,Winter,18-24,Male,West,6-10 purchases,Tablet,0.55,0.4063512729584996,1
2,Night,Tuesday,Summer,18-24,Female,North,1-5 purchases,Mobile,0.3,0.6482691296543981,1
3,Afternoon,Thursday,Winter,18-24,Male,West,10+ purchases,Desktop,0.7,0.6537893288848307,0
3,Evening,Friday,Spring,18-24,Female,East,10+ purchases,Desktop,0.55,0.7887600425930659,0
3,Afternoon,Wednesday,Fall,25-34,Female,South,10+ purchases,Desktop,1.0,0.7530220944397432,1
3,Morning,Tuesday,Winter,25-34,Male,North,10+ purchases,Desktop,0.9,0.7424016707523015,0
