U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
4,Evening,Saturday,Winter,35-44,Female,North,No purchases,Desktop,0.75,0.6980963594073664,1
4,Morning,Saturday,Winter,25-34,Male,West,No purchases,Desktop,0.7,0.6061941902380381,0
1,Evening,Monday,Summer,25-34,Male,West,6-10 purchases,Mobile,0.9,0.7606462258935407,1
4,Evening,Tuesday,Spring,25-34,Female,West,No purchases,Tablet,1.0,0.6257584875806413,1
2,Morning,Tuesday,Spring,18-24,Male,East,No purchases,Desktop,0.75,0.5494455068734511,0
2,Afternoon,Thursday,Winter,45-54,Female,West,No purchases,Tablet,0.8,0.3920770778673548,1
3,Afternoon,Sunday,Summer,25-34,Female,East,6-10 purchases,Desktop,0.85,0.7950605728015172,0
2,Night,Thursday,Summer,18-24,Male,South,No purchases,Mobile,0.85,0.6444106675426582,0
1,Night,Friday,Winter,25-34,Female,West,6-10 purchases,Mobile,0.2,0.45956239992005876,0
3,Night,Tuesday,Spring,55+,Female,West,6-10 purchases,Tablet,1.0,0.5534670364879427,1
1,Evening,Saturday,Spring,35-44,Male,West,10+ purchases,Mobile,0.7,0.7694322564397844,1
3,Afternoon,Friday,Summer,18-24,Female,North,1-5 purchases,Tablet,0.1,0.5435645733876725,0
2,Morning,Saturday,Fall,25-34,Female,North,No purchases,Desktop,0.75,0.534354363479988,0
2,Morning,Wednesday,Spring,25-34,Female,South,1-5 purchases,Desktop,0.25,0.4794422605933214,1
1,Night,Thursday,Winter,35-44,Male,West,6-10 purchases,Desktop,0.4,0.45440851050730785,1
1,Morning,Wednesday,Spring,18-24,Female,West,1-5 purchases,Desktop,0.15,0.43406998850983,1
1,Afternoon,Wednesday,Fall,35-44,Female,West,6-10 purchases,Desktop,0.9,0.5403996293742998,1
4,Morning,Wednesday,Fall,18-24,Male,East,No purchases,Desktop,0.35,0.5874579513374538,0
2,Afternoon,Saturday,Fall,35-44,Male,South,1-5 purchases,Mobile,0.55,0.6523263530507005,1
1,Morning,Wednesday,Summer,25-34,Male,North,6-10 purchases,Mobile,0.1,0.6195358675076807,0
1,Afternoon,Friday,Spring,35-44,Male,South,6-10 purchases,Mobile,0.2,0.5916258744439457,1
1,Afternoon,Friday,Spring,25-34,Male,West,10+ purchases,Tablet,0.65,0.618548761178664,0
2,Evening,Friday,Spring,55+,Female,South,1-5 purchases,Mobile,0.4,0.6150623729452726,1
3,Night,Tuesday,Winter,55+,Female,West,10+ purchases,Mobile,0.7,0.6412839286265805,0
1,Night,Thursday,Summer,25-34,Female,East,1-5 purchases,Mobile,0.45,0.6136835246271816,1
3,Afternoon,Sunday,Spring,35-44,Male,South,10+ purchases,Tablet,0.8,0.7229644738897723,1
2,Evening,Friday,Summer,25-34,Male,East,No purchases,Mobile,0.5,0.6703381054115622,1
4,Morning,Sunday,Fall,35-44,Female,South,No purchases,Mobile,0.45,0.6046499465587396,1
2,Night,Saturday,Winter,55+,Male,East,No purchases,Desktop,0.25,0.3635930087325876,0
1,Afternoon,Saturday,Summer,18-24,Male,East,6-10 purchases,Desktop,0.55,0.6392518514986285,1
1,Morning,Monday,Summer,25-34,Female,South,6-10 purchases,Mobile,0.05,0.5585542954022593,1
1,Morning,Tuesday,Fall,25-34,Male,West,No purchases,Desktop,0.5,0.45165517593511856,1
1,Night,Saturday,Fall,35-44,Male,North,6-10 purchases,Mobile,0.75,0.6656586347281603,0
4,Morning,Monday,Winter,45-54,Male,North,No purchases,Desktop,0.25,0.5472150448118971,0
2,Morning,Thursday,Summer,25-34,Female,North,1-5 purchases,Mobile,0.5,0.6213274051352512,0
4,Evening,Tuesday,Winter,25-34,Male,South,No purchases,Mobile,0.45,0.7112042152790626,1
4,Night,Monday,Summer,25-34,Male,North,No purchases,Mobile,0.05,0.6417827245157887,1
1,Evening,Tuesday,Summer,18-24,Male,North,10+ purchases,Mobile,0.45,0.784245190444757,1
4,Morning,Thursday,Fall,25-34,Male,South,No purchases,Mobile,0.65,0.693612632696862,1
4,Night,Sunday,Summer,18-24,Male,West,No purchases,Desktop,0.8,0.6730211731603235,1
1,Evening,Friday,Summer,18-24,Male,North,No purchases,Tablet,0.9,0.6297188766238031,1
4,Evening,Saturday,Summer,45-54,Male,North,No purchases,Mobile,0.95,0.8263317041999083,0
1,Evening,Thursday,Spring,35-44,Male,East,10+ purchases,Mobile,0.35,0.7445992771073816,1
4,Evening,Thursday,Winter,18-24,Male,East,No purchases,Tablet,0.75,0.6612133293772058,0
