U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
1,Afternoon,Sunday,Winter,35-44,Female,North,6-10 purchases,Mobile,0.95,0.6835664118983994,1
4,Evening,Friday,Winter,18-24,Male,West,No purchases,Mobile,0.9,0.7050538176417579,1
2,Night,Thursday,Winter,25-34,Male,South,1-5 purchases,Desktop,0.4,0.4410877399358152,1
2,Afternoon,Friday,Summer,45-54,Male,West,6-10 purchases,Desktop,0.7,0.6337276586275765,1
2,Night,Monday,Spring,25-34,Female,North,1-5 purchases,Mobile,0.45,0.5818815678063632,1
4,Night,Friday,Fall,18-24,Male,West,No purchases,Mobile,0.9,0.6737517780968446,1
2,Morning,Saturday,Winter,18-24,Male,East,No purchases,Desktop,0.7,0.500784868354466,0
1,Night,Wednesday,Fall,18-24,Male,South,1-5 purchases,Mobile,0.95,0.6103262062373598,0
4,Evening,Saturday,Fall,45-54,Male,East,No purchases,Mobile,0.6,0.7494221309650154,1
3,Evening,Tuesday,Summer,25-34,Female,South,No purchases,Mobile,0.25,0.6723739435601221,1
1,Evening,Monday,Spring,18-24,Male,East,6-10 purchases,Mobile,0.7,0.7686107483550104,1
3,Night,Wednesday,Fall,45-54,Female,East,10+ purchases,Desktop,0.8,0.6904467685640835,0
4,Afternoon,Saturday,Spring,18-24,Male,East,No purchases,Mobile,0.3,0.7322101982371919,0
4,Night,Tuesday,Summer,25-34,Female,South,No purchases,Desktop,0.8,0.6448345306017054,0
3,Evening,Tuesday,Winter,25-34,Female,South,6-10 purchases,Tablet,0.8,0.6490702556756838,1
2,Morning,Tuesday,Summer,25-34,Male,North,No purchases,Desktop,0.9,0.643399654593625,1
2,Morning,Friday,Spring,35-44,Male,North,No purchases,Mobile,0.6,0.6265475957677404,1
1,Morning,Sunday,Winter,45-54,Male,North,10+ purchases,Mobile,0.75,0.7096472921918354,1
2,Evening,Thursday,Fall,25-34,Female,East,1-5 purchases,Desktop,0.6,0.6495941731826904,0
4,Evening,Thursday,Winter,18-24,Female,East,No purchases,Desktop,0.75,0.6930273515640796,0
1,Night,Wednesday,Fall,35-44,Male,West,6-10 purchases,Desktop,1.0,0.5906398788069276,1
4,Afternoon,Wednesday,Summer,45-54,Female,South,No purchases,Mobile,0.25,0.645484413064054,1
3,Evening,Saturday,Winter,18-24,Female,North,6-10 purchases,Desktop,0.95,0.7624992441652968,1
3,Morning,Saturday,Fall,25-34,Male,South,10+ purchases,Mobile,0.95,0.787856626866658,1
4,Evening,Friday,Summer,35-44,Male,North,No purchases,Desktop,0.6,0.7539411034370859,1
4,Morning,Thursday,Fall,55+,Female,North,No purchases,Desktop,0.75,0.6041647481021338,1
3,Evening,Thursday,Fall,55+,Male,North,1-5 purchases,Desktop,0.4,0.6182445797184453,0
2,Night,Monday,Summer,35-44,Female,South,No purchases,Tablet,0.15,0.3453651455536429,0
2,Morning,Wednesday,Fall,18-24,Female,East,6-10 purchases,Tablet,0.95,0.6461783709119877,1
1,Morning,Friday,Winter,18-24,Male,East,6-10 purchases,Mobile,0.85,0.676408236174539,1
4,Night,Thursday,Summer,25-34,Male,East,No purchases,Desktop,0.6,0.7082328673261149,0
2,Evening,Saturday,Summer,35-44,Female,South,No purchases,Desktop,0.55,0.5838987079732597,0
3,Afternoon,Friday,Fall,35-44,Female,South,6-10 purchases,Desktop,0.55,0.6573191795208085,1
1,Afternoon,Wednesday,Summer,25-34,Male,South,10+ purchases,Mobile,0.45,0.7274884403524592,1
4,Evening,Sunday,Spring,18-24,Female,South,No purchases,Mobile,0.65,0.7640838447202791,0
2,Night,Tuesday,Summer,35-44,Male,West,No purchases,Desktop,0.6,0.4912165532001118,0
3,Afternoon,Wednesday,Summer,25-34,Female,East,10+ purchases,Desktop,0.6,0.7611420151274473,1
4,Night,Tuesday,Winter,18-24,Male,North,No purchases,Mobile,0.65,0.6451096007898283,1
2,Night,Saturday,Fall,45-54,Male,North,1-5 purchases,Mobile,0.55,0.6390286836446535,1
4,Afternoon,Saturday,Fall,45-54,Male,West,No purchases,Desktop,0.35,0.5193294969929979,1
4,Night,Thursday,Summer,18-24,Male,South,No purchases,Mobile,0.85,0.7623122351822385,0
3,Afternoon,Sunday,Summer,25-34,Male,East,1-5 purchases,Tablet,0.25,0.6196820415037037,0
1,Evening,Tuesday,Fall,25-34,Male,West,10+ purchases,Tablet,0.95,0.6455351705471956,0
2,Evening,Friday,Summer,18-24,Male,North,1-5 purchases,Mobile,0.7,0.7667966027395593,1
3,Afternoon,Monday,Spring,25-34,Male,West,10+ purchases,Mobile,0.55,0.7475268873419373,1
3,Morning,Monday,Winter,45-54,Male,East,10+ purchases,Tablet,0.35,0.6206653160714343,1
4,Afternoon,Saturday,Winter,35-44,Male,South,No purchases,Mobile,0.45,0.6708233335939293,1
1,Morning,Sunday,Fall,25-34,Male,South,1-5 purchases,Mobile,1.0,0.7072570713896736,1
4,Morning,Thursday,Spring,25-34,Male,North,1-5 purchases,Mobile,0.1,0.6982502472114732,1
3,Afternoon,Saturday,Spring,18-24,Female,East,1-5 purchases,Tablet,0.4,0.6376904965401275,0
3,Night,Saturday,Fall,25-34,Female,East,10+ purchases,Desktop,1.0,0.7811412487873858,1
1,Afternoon,Thursday,Summer,18-24,Female,West,10+ purchases,Mobile,0.3,0.6230146022811763,1
3,Morning,Saturday,Winter,18-24,Male,North,10+ purchases,Tablet,0.45,0.6799280976976376,0
1,Afternoon,Wednesday,Fall,18-24,Female,South,6-10 purchases,Mobile,0.95,0.7217229441218872,1
4,Evening,Saturday,Fall,25-34,Female,North,No purchases,Desktop,0.5,0.6971924554989467,1
3,Night,Thursday,Summer,45-54,Female,South,6-10 purchases,Desktop,0.5,0.6170962328836017,0
1,Morning,Tuesday,Fall,18-24,Male,South,6-10 purchases,Desktop,0.85,0.6386858241197669,1
3,Morning,Friday,Winter,35-44,Male,North,6-10 purchases,Desktop,0.2,0.5856578515565055,1
4,Morning,Tuesday,Fall,45-54,Male,West,No purchases,Desktop,0.05,0.46654112056080965,0
4,Morning,Thursday,Summer,18-24,Male,South,No purchases,Desktop,0.5,0.6375829328630295,1
2,Morning,Friday,Fall,35-44,Male,North,No purchases,Mobile,0.1,0.45153967028741077,0
4,Evening,Wednesday,Winter,18-24,Male,West,No purchases,Mobile,0.7,0.7312395472468428,0
3,Evening,Sunday,Spring,25-34,Male,South,No purchases,Desktop,0.6,0.6632840193083589,0
3,Morning,Saturday,Fall,45-54,Female,West,6-10 purchases,Desktop,0.45,0.5566901153152,1
2,Night,Friday,Summer,45-54,Male,South,6-10 purchases,Desktop,0.5,0.5839214521546608,1
2,Night,Wednesday,Fall,18-24,Female,South,1-5 purchases,Mobile,0.6,0.5460959311447119,0
3,Evening,Thursday,Fall,45-54,Female,North,6-10 purchases,Mobile,0.5,0.745108861503993,1
4,Afternoon,Sunday,Summer,45-54,Male,East,No purchases,Desktop,0.8,0.7368080223508652,0
1,Night,Tuesday,Winter,25-34,Male,North,1-5 purchases,Mobile,0.1,0.52543478545195,0
4,Afternoon,Thursday,Winter,18-24,Female,East,No purchases,Tablet,0.3,0.5311539287397253,0
1,Afternoon,Wednesday,Spring,18-24,Male,South,1-5 purchases,Mobile,0.2,0.5688298196623413,1
3,Evening,Thursday,Winter,35-44,Female,South,10+ purchases,Mobile,0.45,0.7892121831678524,1
2,Evening,Tuesday,Spring,45-54,Male,North,10+ purchases,Desktop,1.0,0.7914199498777084,1
1,Evening,Wednesday,Winter,25-34,Male,North,1-5 purchases,Mobile,0.95,0.6987597563467428,1
1,Evening,Thursday,Spring,18-24,Female,East,1-5 purchases,Desktop,0.35,0.6027196561373038,1
1,Morning,Tuesday,Summer,18-24,Female,North,6-10 purchases,Mobile,0.55,0.6864640590704109,1
2,Morning,Monday,Fall,45-54,Female,North,10+ purchases,Tablet,0.5,0.5607306157047002,0
1,Night,Monday,Fall,35-44,Female,West,1-5 purchases,Mobile,0.4,0.475382518462216,1
3,Morning,Thursday,Spring,45-54,Male,North,6-10 purchases,Desktop,1.0,0.7498841501924498,1
1,Afternoon,Saturday,Winter,25-34,Male,North,10+ purchases,Desktop,0.55,0.6403498022334764,1
1,Morning,Friday,Fall,25-34,Male,East,6-10 purchases,Mobile,0.15,0.5884263026205427,0
1,Morning,Thursday,Fall,18-24,Male,South,10+ purchases,Mobile,0.75,0.713757797319962,1
4,Evening,Wednesday,Summer,35-44,Male,West,No purchases,Desktop,0.7,0.6813161488763606,0
1,Morning,Wednesday,Spring,55+,Male,East,6-10 purchases,Mobile,0.85,0.6944012559175973,0
3,Evening,Saturday,Winter,45-54,Male,North,6-10 purchases,Desktop,0.85,0.7795678932952149,1
3,Night,Saturday,Fall,35-44,Female,North,6-10 purchases,Desktop,0.3,0.6287387207246613,0
1,Night,Sunday,Spring,25-34,Male,South,6-10 purchases,Mobile,1.0,0.7449667769167351,1
2,Evening,Monday,Spring,25-34,Male,West,1-5 purchases,Mobile,0.25,0.5562502699287095,0
1,Night,Sunday,Spring,25-34,Female,East,1-5 purchases,Mobile,0.7,0.6479255314406686,1
1,Morning,Friday,Winter,35-44,Male,East,6-10 purchases,Mobile,0.35,0.5794147980337997,0
1,Night,Thursday,Summer,25-34,Male,West,6-10 purchases,Mobile,0.95,0.7012999907576891,1
2,Night,Sunday,Spring,25-34,Female,North,1-5 purchases,Desktop,0.5,0.5868019057301179,1
2,Evening,Thursday,Winter,45-54,Female,East,1-5 purchases,Tablet,0.6,0.48341194044799296,1
