U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
4,Afternoon,Friday,Spring,35-44,Female,North,No purchases,Desktop,0.25,0.5756572157397377,1
4,Evening,Friday,Fall,25-34,Male,East,No purchases,Desktop,0.6,0.689973024396774,1
1,Evening,Sunday,Spring,25-34,Female,West,1-5 purchases,Desktop,0.5,0.5614717758550933,1
4,Afternoon,Saturday,Fall,25-34,Male,South,No purchases,Tablet,0.6,0.6066219831362434,0
2,Evening,Saturday,Spring,45-54,Female,South,No purchases,Desktop,0.7,0.6159604514225261,0
2,Night,Thursday,Summer,25-34,Male,South,No purchases,Mobile,0.4,0.558003587296549,0
3,Morning,Monday,Winter,45-54,Female,East,6-10 purchases,Desktop,0.45,0.5764692995063836,0
2,Afternoon,Tuesday,Fall,25-34,Male,West,1-5 purchases,Mobile,0.2,0.5158172860229895,1
1,Morning,Wednesday,Winter,35-44,Female,East,10+ purchases,Mobile,0.25,0.5910024926293669,0
3,Night,Thursday,Summer,25-34,Female,North,6-10 purchases,Mobile,0.25,0.7052633125298207,1
1,Evening,Tuesday,Winter,25-34,Female,North,10+ purchases,Mobile,0.95,0.7694241254159194,1
3,Night,Monday,Spring,35-44,Male,West,6-10 purchases,Desktop,0.7,0.6374865803105927,1
2,Evening,Thursday,Summer,35-44,Male,West,1-5 purchases,Desktop,0.95,0.6662646276600445,1
2,Morning,Wednesday,Summer,25-34,Female,West,1-5 purchases,Tablet,0.5,0.4041752892057574,0
1,Afternoon,Saturday,Summer,18-24,Male,East,No purchases,Desktop,0.2,0.5200590721654113,0
1,Night,Friday,Summer,35-44,Female,West,1-5 purchases,Desktop,0.55,0.4496889098141938,0
1,Afternoon,Monday,Spring,18-24,Female,East,6-10 purchases,Desktop,0.95,0.7218128059638117,0
4,Evening,Thursday,Fall,18-24,Male,South,No purchases,Mobile,0.65,0.7766853326188883,0
2,Morning,Thursday,Fall,35-44,Female,West,1-5 purchases,Desktop,0.55,0.4686758863563541,0
1,Afternoon,Sunday,Spring,55+,Male,West,6-10 purchases,Tablet,0.35,0.4096162417525669,1
1,Night,Wednesday,Summer,35-44,Male,West,10+ purchases,Mobile,0.9,0.7019281259185545,0
1,Morning,Saturday,Summer,18-24,Female,North,1-5 purchases,Desktop,0.7,0.5937783982358452,1
2,Evening,Monday,Spring,25-34,Female,North,No purchases,Desktop,0.55,0.5511542218504085,1
3,Night,Tuesday,Winter,35-44,Female,South,6-10 purchases,Desktop,0.65,0.6231877248657297,1
1,Night,Saturday,Spring,35-44,Male,West,6-10 purchases,Desktop,0.9,0.6051947074555696,0
3,Night,Thursday,Summer,18-24,Female,West,6-10 purchases,Desktop,0.15,0.5551637068168881,1
2,Afternoon,Friday,Spring,45-54,Female,West,1-5 purchases,Tablet,0.1,0.3478003407523932,0
4,Morning,Saturday,Summer,18-24,Male,East,No purchases,Desktop,0.4,0.6825943261379613,1
2,Afternoon,Thursday,Fall,35-44,Male,South,1-5 purchases,Mobile,0.65,0.6267041993079774,0
1,Evening,Monday,Spring,25-34,Male,North,6-10 purchases,Mobile,0.7,0.7300842954663046,1
1,Evening,Thursday,Fall,35-44,Male,South,6-10 purchases,Mobile,0.75,0.680294037753004,1
1,Afternoon,Friday,Winter,25-34,Male,West,10+ purchases,Tablet,0.15,0.4610586863731916,0
1,Evening,Wednesday,Summer,55+,Female,South,6-10 purchases,Mobile,0.5,0.6496912930881774,1
4,Evening,Saturday,Spring,55+,Female,West,No purchases,Mobile,0.5,0.6359704220258381,0
2,Evening,Monday,Spring,35-44,Female,East,No purchases,Mobile,0.8,0.6739711973254263,1
4,Morning,Saturday,Winter,25-34,Male,South,No purchases,Tablet,0.45,0.5251329702864845,0
4,Morning,Tuesday,Summer,25-34,Male,East,No purchases,Mobile,0.6,0.7410293406849429,1
1,Morning,Wednesday,Summer,25-34,Female,South,10+ purchases,Mobile,0.55,0.7105600491656116,1
4,Afternoon,Wednesday,Fall,55+,Male,East,No purchases,Desktop,0.3,0.5244281097148584,0
4,Evening,Thursday,Spring,25-34,Male,East,No purchases,Desktop,0.35,0.6609625978544164,0
1,Morning,Monday,Winter,25-34,Female,South,6-10 purchases,Mobile,0.35,0.538110243822706,0
4,Evening,Saturday,Spring,35-44,Male,West,No purchases,Desktop,0.75,0.6650528108549877,1
1,Evening,Sunday,Winter,35-44,Male,North,6-10 purchases,Mobile,0.9,0.7527799154193487,1
4,Evening,Tuesday,Spring,45-54,Male,North,No purchases,Desktop,0.4,0.662694277940765,0
1,Night,Saturday,Spring,18-24,Female,North,6-10 purchases,Mobile,0.55,0.6890907571177263,1
3,Night,Monday,Spring,35-44,Male,South,6-10 purchases,Desktop,0.9,0.7216811049770793,0
3,Night,Saturday,Fall,35-44,Male,North,10+ purchases,Desktop,0.4,0.6688859801092074,1
4,Morning,Thursday,Fall,18-24,Male,North,1-5 purchases,Desktop,0.45,0.6627655894801642,1
4,Morning,Sunday,Summer,25-34,Male,South,No purchases,Mobile,0.35,0.6899882517092076,0
3,Evening,Thursday,Winter,18-24,Female,West,6-10 purchases,Desktop,0.8,0.6957061380611282,0
3,Night,Tuesday,Summer,25-34,Female,North,No purchases,Tablet,0.6,0.5433747981747831,1
1,Morning,Sunday,Summer,35-44,Male,North,10+ purchases,Mobile,0.5,0.7734345212105079,1
3,Night,Sunday,Winter,55+,Female,East,10+ purchases,Desktop,1.0,0.6773660699725121,1
1,Morning,Saturday,Summer,18-24,Male,East,1-5 purchases,Tablet,0.2,0.4969169676634664,0
2,Night,Thursday,Fall,35-44,Female,West,6-10 purchases,Tablet,0.95,0.4855004452569639,0
3,Night,Friday,Spring,35-44,Female,West,6-10 purchases,Desktop,0.9,0.6639673061842899,1
2,Morning,Friday,Fall,55+,Female,West,No purchases,Tablet,0.1,0.2546490600033419,0
1,Morning,Friday,Summer,35-44,Male,West,10+ purchases,Tablet,0.7,0.5851398172700658,1
3,Evening,Wednesday,Fall,35-44,Male,North,10+ purchases,Desktop,0.9,0.8191494509736954,1
4,Morning,Tuesday,Winter,18-24,Male,North,1-5 purchases,Mobile,0.75,0.7328468804042696,1
1,Night,Tuesday,Spring,35-44,Female,South,6-10 purchases,Mobile,0.05,0.525306566676778,0
1,Afternoon,Monday,Winter,18-24,Female,North,1-5 purchases,Desktop,0.55,0.5007624185838238,0
3,Night,Tuesday,Summer,35-44,Female,North,10+ purchases,Desktop,0.15,0.6895854095766997,1
2,Evening,Thursday,Winter,25-34,Male,South,6-10 purchases,Tablet,0.9,0.6843090659395091,1
2,Night,Sunday,Fall,25-34,Female,East,No purchases,Mobile,0.45,0.5666437014323183,1
