U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
3,Evening,Sunday,Fall,45-54,Male,North,10+ purchases,Desktop,0.45,0.7676564366054061,1
2,Afternoon,Friday,Summer,55+,Male,South,No purchases,Tablet,1.0,0.5415280088757713,0
2,Night,Thursday,Spring,35-44,Female,North,1-5 purchases,Tablet,0.2,0.4306296563136011,0
3,Night,Sunday,Summer,18-24,Female,East,6-10 purchases,Desktop,0.35,0.6640608823942867,0
2,Afternoon,Friday,Fall,35-44,Female,South,1-5 purchases,Mobile,0.3,0.5453734890074526,1
1,Afternoon,Monday,Spring,18-24,Male,West,6-10 purchases,Mobile,0.05,0.5406048722430793,0
4,Evening,Friday,Winter,45-54,Male,South,No purchases,Tablet,0.85,0.6412745818296971,1
1,Night,Wednesday,Winter,25-34,Female,West,1-5 purchases,Mobile,0.15,0.4360627714058125,1
3,Night,Saturday,Winter,55+,Male,South,6-10 purchases,Mobile,0.45,0.6184538530615448,0
3,Afternoon,Saturday,Fall,45-54,Female,North,10+ purchases,Desktop,0.9,0.7537002621070967,1
1,Night,Friday,Spring,25-34,Female,South,1-5 purchases,Mobile,1.0,0.7232277155536467,1
4,Evening,Monday,Summer,45-54,Male,West,No purchases,Mobile,0.4,0.7100621283909037,1
1,Evening,Tuesday,Summer,18-24,Female,North,No purchases,Mobile,1.0,0.7452974493313553,1
3,Evening,Thursday,Fall,18-24,Female,West,10+ purchases,Desktop,0.4,0.6765712753022985,0
4,Evening,Sunday,Fall,35-44,Female,North,No purchases,Mobile,0.4,0.7021037313933499,1
3,Morning,Monday,Fall,45-54,Female,South,6-10 purchases,Desktop,0.15,0.5261471887531881,0
2,Morning,Monday,Winter,35-44,Male,West,No purchases,Desktop,0.8,0.40448800144430275,1
2,Night,Sunday,Spring,55+,Female,West,1-5 purchases,Desktop,0.2,0.3991271082166451,0
2,Afternoon,Tuesday,Spring,35-44,Male,South,1-5 purchases,Mobile,0.9,0.6982947970751737,1
4,Evening,Thursday,Fall,35-44,Male,East,No purchases,Desktop,0.25,0.618054891461022,0
4,Evening,Friday,Winter,25-34,Female,East,No purchases,Mobile,0.8,0.7444902996989367,0
1,Night,Saturday,Spring,18-24,Male,South,10+ purchases,Mobile,1.0,0.8033118024994048,1
3,Evening,Friday,Winter,45-54,Male,North,10+ purchases,Tablet,0.25,0.6312238653588962,1
1,Evening,Friday,Spring,18-24,Female,East,1-5 purchases,Mobile,0.75,0.7125937913593228,1
1,Morning,Sunday,Winter,25-34,Male,South,1-5 purchases,Desktop,0.3,0.4203312036381679,1
