U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
2,Morning,Wednesday,Spring,55+,Male,West,No purchases,Desktop,0.05,0.3826440016902318,0
2,Afternoon,Wednesday,Fall,25-34,Female,North,6-10 purchases,Desktop,0.15,0.47647566580973505,1
2,Afternoon,Wednesday,Winter,45-54,Male,North,1-5 purchases,Mobile,0.75,0.6176620328327451,0
4,Night,Wednesday,Winter,45-54,Male,West,No purchases,Desktop,1.0,0.6320269316097183,0
1,Evening,Friday,Fall,18-24,Female,West,6-10 purchases,Desktop,0.25,0.5619204718328608,1
4,Night,Saturday,Spring,25-34,Female,North,No purchases,Tablet,0.95,0.6427599122511474,1
2,Morning,Friday,Winter,18-24,Male,West,1-5 purchases,Tablet,0.75,0.5229064293474952,1
2,Afternoon,Tuesday,Winter,18-24,Female,East,1-5 purchases,Desktop,0.3,0.516123032729679,0
3,Night,Monday,Fall,25-34,Male,East,10+ purchases,Mobile,0.4,0.7612063768879923,1
4,Morning,Friday,Winter,35-44,Female,West,No purchases,Mobile,0.95,0.7103439192646593,1
4,Night,Thursday,Fall,45-54,Female,North,No purchases,Mobile,0.9,0.6665708808762735,1
1,Night,Saturday,Summer,18-24,Male,North,1-5 purchases,Mobile,0.75,0.6771443607489586,0
1,Night,Wednesday,Fall,25-34,Male,South,1-5 purchases,Mobile,0.35,0.5192001970917053,1
1,Morning,Saturday,Spring,25-34,Male,South,6-10 purchases,Mobile,0.3,0.5996178951803534,1
1,Evening,Tuesday,Spring,25-34,Male,North,10+ purchases,Mobile,0.25,0.7194576402466051,1
4,Afternoon,Monday,Spring,18-24,Male,South,No purchases,Tablet,1.0,0.6892806765814675,1
1,Morning,Sunday,Winter,25-34,Male,West,1-5 purchases,Mobile,0.6,0.5576734954704129,1
2,Evening,Tuesday,Fall,25-34,Male,South,1-5 purchases,Mobile,0.4,0.6552619973160997,1
4,Night,Monday,Spring,18-24,Male,South,No purchases,Tablet,0.85,0.6445074551174212,1
3,Evening,Friday,Winter,35-44,Female,East,10+ purchases,Tablet,0.95,0.6986309360191326,0
3,Night,Saturday,Fall,25-34,Female,North,6-10 purchases,Desktop,0.2,0.5976616011163906,1
2,Night,Monday,Spring,55+,Female,North,10+ purchases,Desktop,1.0,0.6387286396558092,1
3,Morning,Monday,Summer,45-54,Female,South,No purchases,Mobile,0.65,0.6518207400245939,0
4,Morning,Saturday,Spring,18-24,Male,South,No purchases,Desktop,1.0,0.7564137936089522,1
3,Night,Tuesday,Spring,55+,Female,North,6-10 purchases,Mobile,0.35,0.6576521086780388,1
3,Night,Saturday,Fall,25-34,Female,West,10+ purchases,Desktop,0.7,0.7221469486164737,1
1,Evening,Friday,Fall,55+,Male,West,10+ purchases,Mobile,0.3,0.6025983368927886,1
1,Night,Wednesday,Winter,18-24,Male,West,6-10 purchases,Mobile,0.9,0.7190234962369777,1
1,Afternoon,Wednesday,Summer,25-34,Male,West,1-5 purchases,Desktop,0.45,0.5479755406516558,1
