U,TimeOfDay,DayOfWeek,Seasonality,Age,Gender,Location,PurchaseHistory,DeviceType,A,P_click,R
1,Evening,Sunday,Winter,25-34,Female,West,10+ purchases,Desktop,0.75,0.6621750801503545,1
4,Evening,Sunday,Fall,18-24,Female,South,No purchases,Mobile,0.55,0.7461862219268924,1
2,Morning,Sunday,Fall,18-24,Male,North,No purchases,Tablet,0.55,0.5045701572622474,1
2,Night,Wednesday,Winter,35-44,Male,West,No purchases,Mobile,0.4,0.4344235372205734,1
2,Night,Friday,Fall,35-44,Female,West,1-5 purchases,Tablet,0.4,0.40163762597264535,1
4,Morning,Monday,Winter,25-34,Male,North,No purchases,Mobile,0.85,0.7118646164674234,1
2,Evening,Saturday,Winter,25-34,Female,West,1-5 purchases,Tablet,0.75,0.5030459118963042,0
1,Night,Wednesday,Fall,18-24,Male,East,10+ purchases,Mobile,0.15,0.6563950109515231,1
4,Evening,Thursday,Fall,18-24,Female,North,No purchases,Desktop,0.75,0.7010466144720101,1
3,Morning,Wednesday,Summer,35-44,Female,North,10+ purchases,Desktop,0.3,0.638106204340297,1
1,Morning,Thursday,Summer,25-34,Female,South,10+ purchases,Mobile,0.8,0.7388265747274549,0
3,Morning,Tuesday,Spring,45-54,Male,South,10+ purchases,Tablet,0.7,0.7116892702788805,0
4,Afternoon,Thursday,Winter,35-44,Male,East,No purchases,Tablet,0.35,0.5099286614136237,0
4,Morning,Sunday,Spring,18-24,Female,South,No purchases,Desktop,0.6,0.6451076473151166,1
3,Morning,Monday,Spring,35-44,Female,East,6-10 purchases,Desktop,0.45,0.6621065591569112,0
2,Morning,Thursday,Fall,45-54,Female,North,No purchases,Desktop,0.9,0.4820789403496316,0
2,Afternoon,Monday,Fall,45-54,Male,North,6-10 purchases,Tablet,0.65,0.5636024353701353,1
1,Night,Friday,Winter,18-24,Male,South,No purchases,Mobile,0.3,0.4360514531316406,1
2,Morning,Tuesday,Spring,25-34,Female,West,1-5 purchases,Mobile,0.15,0.5162843793361668,1
4,Morning,Sunday,Spring,25-34,Female,West,No purchases,Tablet,0.8,0.547438683506342,0
